"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","yearOnly","region","countryDes","incomeLevel"
"Tunisia","Tunisia2013",8,102016.279252607,27892.7712841193,146782.350534185,292201.161771247,-36770.1160922056,-34757.9505547424,1.1902645881964,8,102016.279252607,27892.7712841193,146782.350534185,292201.161771247,-36770.1160922056,-34757.9505547424,1.1902645881964,-14,8,102016.279252607,27892.7712841193,146782.350534185,292201.161771247,-36770.1160922056,-34757.9505547424,1.1902645881964,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",94,69339.8876562847,59636.6603523882,93607.7183448904,43340.5936938288,-12306.3805661952,-6852.45674298861,0.671682309837334,94,69339.8876562847,59636.6603523882,93607.7183448904,43340.5936938288,-12306.3805661952,-6852.45674298861,0.671682309837334,-137,94,69339.8876562847,59636.6603523882,93607.7183448904,43340.5936938288,-12306.3805661952,-6852.45674298861,0.671682309837334,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",9,11443.6607315152,5963.34004785269,11520.9155556931,14431.4123061345,-4132.12487849266,-4246.19826972892,1.35008352534246,9,11443.6607315152,5963.34004785269,11520.9155556931,14431.4123061345,-4132.12487849266,-4246.19826972892,1.35008352534246,-13,9,11443.6607315152,5963.34004785269,11520.9155556931,14431.4123061345,-4132.12487849266,-4246.19826972892,1.35008352534246,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",114,9810.93489972671,6576.3720177336,10225.8158821464,10586.2688237524,1764.25325618043,1718.93769123379,0.616823612970626,114,9810.93489972671,6576.3720177336,10225.8158821464,10586.2688237524,1764.25325618043,1718.93769123379,0.616823612970626,-189,114,9810.93489972671,6576.3720177336,10225.8158821464,10586.2688237524,1764.25325618043,1718.93769123379,0.616823612970626,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",4,70840.8241354593,58000.9777862476,38395.1055741526,14348.1816264571,-4580.58677840864,-6968.80543019241,0.430998766327232,4,70840.8241354593,58000.9777862476,38395.1055741526,14348.1816264571,-4580.58677840864,-6968.80543019241,0.430998766327232,-1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",8,3272.61825801334,1575.8823813476,8746.23718805489,1407.304937458,2554.26134368557,-3398.16570591021,1.02833313583987,8,3272.61825801334,1575.8823813476,8746.23718805489,1407.304937458,2554.26134368557,-3398.16570591021,1.02833313583987,-9,8,3272.61825801334,1575.8823813476,8746.23718805489,1407.304937458,2554.26134368557,-3398.16570591021,1.02833313583987,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",99,30256.4778994863,15794.9810909126,33865.0903686928,34060.8273456152,-4438.7242989232,8722.99586438654,2.65616323105199,99,30256.4778994863,15794.9810909126,33865.0903686928,34060.8273456152,-4438.7242989232,8722.99586438654,2.65616323105199,-183,99,30256.4778994863,15794.9810909126,33865.0903686928,34060.8273456152,-4438.7242989232,8722.99586438654,2.65616323105199,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",22,50939.7141677318,13417.8696379071,66716.4522359709,91146.4652558009,16735.8750670386,-5730.17854784555,1.2,22,50939.7141677318,13417.8696379071,66716.4522359709,91146.4652558009,16735.8750670386,-5730.17854784555,1.2,-43,22,50939.7141677318,13417.8696379071,66716.4522359709,91146.4652558009,16735.8750670386,-5730.17854784555,1.2,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",28,806606.928126561,6883.67939023793,7555750.14428797,8396.22891568647,1257626.65978042,637308.243364868,1.01708999718732,28,806606.928126561,6883.67939023793,7555750.14428797,8396.22891568647,1257626.65978042,637308.243364868,1.01708999718732,-50,28,806606.928126561,6883.67939023793,7555750.14428797,8396.22891568647,1257626.65978042,637308.243364868,1.01708999718732,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",32,19783571.7420119,6350020.29751713,42488169.2223941,11696109.5944966,111556306.750837,97298455.0758938,1.0767080342698,32,19783571.7420119,6350020.29751713,42488169.2223941,11696109.5944966,111556306.750837,97298455.0758938,1.0767080342698,-28,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
