"countryOnly","country","N_0 to 10","mean_0 to 10","median_0 to 10","sd_0 to 10","iqr_0 to 10","OPcov_0 to 10","OPcovNoWeights_0 to 10","indAlloc_0 to 10","N_more than 20","mean_more than 20","median_more than 20","sd_more than 20","iqr_more than 20","OPcov_more than 20","OPcovNoWeights_more than 20","indAlloc_more than 20","N_11 to 20","mean_11 to 20","median_11 to 20","sd_11 to 20","iqr_11 to 20","OPcov_11 to 20","OPcovNoWeights_11 to 20","indAlloc_11 to 20","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Mexico","Mexico2010",51,7046.97546923914,6116.76256177098,3413.33871734731,2807.27294944583,1363.14028015736,762.442248683522,0.5,631,11190.5870937282,5967.33350653397,12730.7373972922,15151.0532261638,20859.5810719538,14936.6963389475,0.723019820448854,257,11164.8386129278,11448.7916368347,7553.43646044831,6955.66744269985,4139.09170817483,5549.12680530218,0.987489744273272,143,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",6,7509.40002418038,4007.55288822005,5978.71295490691,8610.87812784964,4157.74034208134,3329.04614141668,1,10,9630.86405568311,7553.86480942152,8559.97716916419,5494.07623428568,11315.5242856663,7991.7252119605,0.914766237984717,38,15061.374630944,10412.4278905034,13813.1492881616,12911.0908846293,-4320.48299625769,-5490.50356674929,1.21978764264334,4,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",15,5974.85991452349,5029.5013701243,3400.08974059424,6179.88506153402,-35.0408717820845,93.3464584975131,0.494583598751915,7,20065.5514568599,6993.47541174978,24173.2666726906,33940.2837769104,23747.3452854847,23871.8287033748,2.17024703719483,45,8601.28388592846,7512.72107318947,6526.76703561591,5943.98764744407,1641.88237320673,830.413280414888,1.19672327728264,5,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",5,26429.756020354,18553.6696463982,25853.5613262544,44077.3014963279,-1547.73539193968,-1820.65081869679,1,5,26458.6693820392,36863.7244943205,20944.0474926992,32042.8222238087,6493.90968418685,2500.92382628152,1.91016487674828,9,10038.8808628154,9474.57893933923,8804.74971862618,17357.3296149366,4042.01356348017,2891.59037443929,1.0930312349943,2,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",9,27919.9053736367,10181.2925635252,28469.580977416,35869.1232418258,-12415.5076724537,-10403.3042674664,0.0394014659780597,48,13700.9136198597,11455.1959224242,8473.22651057862,6322.82521317633,-2102.90237513964,-1114.69605608839,2.45995706884186,37,19482.2413360071,10298.7783533312,19868.9460474224,24101.9401815467,4117.84659543333,12240.6080554885,1.027264296624,9,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",58,4441.06399056889,3343.28388004582,4400.87974096913,2821.98873161616,-2074.05198130099,-1681.28394836411,0.0552994934046284,40,4819.72150787452,5456.8128661325,2088.62102698673,2049.49642578519,934.118794926874,2195.05284521772,0.404137032573851,127,5232.77492170212,3155.95350427665,4560.16176311749,4889.6744381802,-626.637902324647,-1506.36333365977,1.50637326411829,25,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",13,11189.6585512672,4059.9733428108,28744.0989732458,24201.7929323484,11923.5854699634,12332.1138964949,0.667966811189448,11,52642.2382116597,25170.2015787098,60074.2570142129,53666.502603744,67271.6904070137,66849.5825621142,3.83025636970482,10,20264.9742436564,8005.79123440805,29872.2652548998,30212.1413019825,419.943285110789,970.327401447784,1.88526994669685,2,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",19,3085.53906333956,2602.96316479364,1981.83320608995,2687.56068018346,642.097614574966,328.297735612137,1.6,79,2814.3473235372,2342.47074295825,2171.03944004506,1124.66411545858,237.063109299888,-27.2504850341382,2.65795832440761,77,2961.63863378442,1968.90613731967,2434.95000036339,2656.02825816001,201.18258260797,417.145164529265,1.15628324773701,60,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,63,4814.63200508321,3661.30703243502,5464.15792128241,5888.6174847409,-363.035244637456,-1617.56364541802,0.698577066981346,14,8043.52641271519,9982.02113026394,5491.75166253624,8399.1052755207,-303.234417406954,1456.31553226475,6.26727554097102,8,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",80,192.124708745462,54.1917238754704,409.015487849716,262.040617645178,-5.86178081096062,-116.607095218544,1.00866336484292,144,640.826241979098,309.695921844531,1096.67211812011,962.037232613414,-165.669737115485,-235.59594381784,1.25,245,929.671082688786,417.09878132368,1210.80006116146,1031.78493197789,-67.7071948891057,212.400332878713,1,96,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",8,9706.12007527669,1771.42655770167,24775.8416302402,10943.9860158738,20949.645580766,12864.4094673839,0.961162940506288,128,13270.2100155918,5846.64369499002,24782.3164211677,15152.1169958328,10619.1356415653,4458.59693482196,0.908512914311307,66,5076.29247600045,1521.10434449624,14851.1898678301,8699.72530137713,5578.47101852742,2457.96233051904,0.552730257853599,33,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",NA,NA,NA,NA,NA,NA,NA,NA,24,199468.81509087,33589.6632797086,278965.583483855,389273.880952381,247990.053058987,381500.101307657,0.631213685453514,11,5275.17979817175,6682.79397344241,4232.67507516011,5812.5,2949.4869573623,3584.08599698234,0.792968087398406,6,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",4,9031.6414738431,9489.28525593727,3741.71054198215,539.116198001784,412.667571399565,424.520809116183,1.81748568088502,68,19590.9853366935,12339.8883050296,21162.0163692317,14822.597076095,136.801336063031,2645.14549407307,2.98896839543492,12,17090.9587793341,10831.1390393428,14890.5128934931,26103.1774935512,16008.6857829659,13415.7899474401,1.03934755661568,4,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",26,15752.1709017649,13767.8384080344,8700.33433121464,9141.7829566764,3492.2531878239,5261.10776642015,0.540454996164951,292,14276.7137161975,10512.9226723137,11527.9551906617,12811.9629975012,8915.18339818332,4772.41049182709,4.0011991257198,201,15990.576109079,13639.3485168449,12260.2694851029,13725.7974941749,8196.00649998563,6879.95011869376,3.58760573439676,54,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",12,2481.43883281671,809.423906963952,4182.85115565019,1952.90672031879,-862.075779277044,-2074.97282243978,1.44121037486927,365,8649.10594984425,6320.51433728882,10052.530526743,8229.10899523071,431.832828967241,1252.19158272113,0.509519827747229,206,12615.348333647,5468.83271995684,17958.762144806,15579.6653888095,-409.081569606008,3545.19154504821,1.00403513680315,70,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",NA,NA,NA,NA,NA,NA,NA,NA,26,36954.649380512,25834.3568754247,46426.9528903329,43884.4989459368,-8030.68807796927,-6345.81273586513,2.53815401332858,12,22925.583764717,20779.3770771455,21067.1514945728,19546.5663962562,-13473.8771412208,-13726.9294973171,0.103562626510323,5,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",11,14743.5121300636,7694.7221710524,16110.5121277306,15019.885083757,-2556.8523923473,9559.68076418961,2.2,58,21708.0335826058,13391.630832608,24793.6254727715,22594.87377075,-5160.05444745773,-4777.89202178762,1.04666933584934,44,14027.1248525596,11653.9851639903,11669.2145660702,10165.5484591836,-2579.815427673,-659.525534697523,1.28338646292337,11,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",113,16907.1330277934,17882.7443181115,13407.6849642862,10190.2308790096,-1201.94751487072,81.7619701737756,1.95780164354331,146,18397.9749092323,15678.5128051166,11702.9224584886,18678.1985077483,-2555.54565022517,-3362.71546994267,0.974621195146097,236,21910.4470773725,16495.1449644672,18403.0414257074,25164.7931637609,41113.0909545206,22638.7673481478,1.57098083996418,29,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",25,4113.00952923659,2510.96438323614,4025.9669853397,5986.34568990099,2871.66789405752,3588.50109160481,0.909075883482275,43,10801.9185182926,8250.2133733778,10896.2468891049,11559.2906700964,7953.86053362358,7718.10153201223,3.50235537421706,69,15255.5963022748,5175.42992755056,21214.5290832942,16292.6655851071,6494.09900602437,5590.25637110795,2.27340779447759,14,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",11,14024.162900286,10485.8454601566,10550.1251141255,12231.2300598874,-2836.16306667851,-4646.4487954463,0.9375,37,30657.873838772,21701.6684800006,26490.123130346,40050.108784239,2820.28486182617,-4627.68662586442,1.70272568639962,27,25103.4959426044,25546.0421518218,18491.364055563,29277.3618552891,3331.98444470034,-2099.5842486582,0.492095070699241,6,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",NA,NA,NA,NA,NA,NA,NA,NA,12,24564.9769360834,14707.6512941812,26585.5819659357,19863.7527977224,-8575.59731890424,-9564.4651754577,0.304294436366786,16,66553.640490299,25682.9349619137,91571.983738349,105284.567022125,-6719.67785432251,-13005.1616021965,1,2,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",5,91576.5998261519,63352.0105454727,87180.9750391243,170883.044611993,-22945.4050664656,-12479.9434922349,0.497840779003736,35,59688.9940022579,54896.6363340014,25849.6303489762,43233.5424178241,2051.75085263159,-4010.86361298541,0.685299727931802,17,122748.764262328,107128.59370735,95257.6388819385,169863.220529028,25912.2247106653,-9511.95182825759,1.1715781998985,5,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",61,8194.01949354902,4553.36579785019,10019.5358044076,8405.30779417147,255.067437849912,240.823420537713,0.766598951869297,NA,NA,NA,NA,NA,NA,NA,NA,5,9279.29498966716,9124.17040864042,8485.64397192487,6094.94970636392,-818.474795660567,-703.502288922641,1,8,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",23,3531.35416316699,2489.94147659177,3055.27126189606,5227.87182282421,299.336725588031,-905.497926657631,1.02169020438229,162,7455.08605008057,2969.41359581219,10324.2837014875,7260.08831106312,0.675389041585234,-934.034534382885,1.25,89,2344.96745015887,2133.01182417289,1752.67537211589,1562.53662002518,820.02526396036,542.438301216408,1.4,28,"2011","South Asia","Sri Lanka","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",3,14964.2624050536,11358.0246268508,11022.3988768666,21111.1111111111,4878.68994450681,5457.49058751423,1,11,11523.4747059925,9327.86355197302,5525.90665874859,7283.95061728395,3124.1326473472,2620.70423449083,2.62222221499742,6,20880.0023655521,10389.6103693479,20813.8775636255,30527.7513227513,23909.1362253191,24831.1806688616,2.81010100928001,1,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",2,5613.42592592593,5613.42592592593,81.8410626373313,115.74074074074,1.86678614097968,1.86678614097968,1.03333333333333,33,21939.492282026,17367.1577150644,14507.2348910037,16800.1089324619,4322.54237675929,4657.39976761681,2.1484374642993,24,12487.8421626131,10542.7913574044,6926.51897494942,6888.88888888889,3111.53078387638,2824.07885333184,0.857142857142857,0,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",2,14474.0882913354,14474.0882913354,1516.15167223939,2144.16225749559,-131.536687739387,-134.010141093475,0.898635479225791,29,19798.9850910179,18396.8695029073,10896.0975762614,10413.5802469136,6223.88737677508,5656.76904558036,0.925528324552239,11,16276.3881783882,14833.7584870266,4932.77539732713,6621.0826210827,1204.12303313184,1486.37812667442,1.30868385055783,0,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",3,294990.450963702,19084.8766553748,461041.378431017,783547.435455217,-52314.6900082104,-34181.0028904111,0.569039983340614,3,44584.7263078824,2889.83893887324,82915.8539327047,146760.534981966,31415.6901156597,30172.1113565597,1.3330191024025,7,2587.44843155239,1003.87958551565,3526.17933228583,3659.8955974459,-648.450573140915,-914.204591431815,0.762608563754942,1,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",NA,NA,NA,NA,NA,NA,NA,NA,39,15673.3106246789,15996.3608365705,4334.2311769672,3896.3404537175,462.355673810426,655.27834811734,0.493747852051675,28,14884.6319605416,15976.3876544466,6117.9705105053,8864.60230722526,606.026474617689,722.058615702,1.24022313490962,4,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",21,217442.080013396,187254.314487777,118299.17266007,181471.746529436,-16490.1247954218,-15142.2326799536,0.84515296216303,186,143457.121647447,139977.974719945,56875.1989892506,77161.512380875,30296.4538967036,23499.3422365064,2.8,46,109094.092892986,99949.1474387399,74339.176338932,127465.478209956,6310.82028346046,18362.3029081435,0.914226776423914,17,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",22,2274.53420419349,1475.5656095936,2082.23231453948,3557.17370130186,-709.308343618542,-84.3879107992876,0.692307692307692,10,2538.94476725155,2371.38893936814,1723.66166918221,1481.62257690347,1629.55928786289,1849.73823470963,0.994235812121121,25,3805.01118264218,1614.08543013841,4746.35872838906,5168.57938659817,543.837903095487,1624.20617635346,0.414734511791315,2,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",15,2460.59448691274,2596.10440355068,1789.00679825011,2901.06233053235,-267.198234679134,-454.471155958931,0.305308984065614,49,4290.25844958425,2589.40355834833,5207.23866542326,5970.02917200742,2774.23811027076,709.129614846739,1.01295818064117,51,4906.4294117752,4902.00805746548,4460.51542232229,4798.63681854545,-541.848392781227,-772.736129054846,2.31597839021271,7,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,56,21566.1909982902,15680.4062641427,15458.6456770448,12764.2035668634,-3683.03475121687,-1941.61071736036,0.196206338715646,36,34020.5557222835,18745.951209391,30753.6846229454,30896.3634519077,-4556.28450028462,-2333.75225877743,1.04208038647769,6,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",38,45221.9791670359,32411.3960094391,43433.5941943952,55903.7639360962,-2933.16410490318,-6511.04922561706,0.760020426037844,151,17266.2580023657,13199.0818934345,15355.2834503746,18291.5608211961,639.126664684723,-675.846368654647,0.805281997398769,68,16595.0974642705,10808.1967376307,14312.8137757061,14240.1239254224,-2705.56935672838,34.0751576286389,0.235207480192558,20,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",48,30400.2579257588,15191.7527108167,37941.4312040887,43771.2445937534,-2038.68209746746,-1711.55642715267,1.26252443107614,120,42023.3410872058,36595.3894372771,33448.0658404411,45841.634887254,-8504.22728119805,-12578.2900300788,0.549331325266021,91,41718.7446347373,30376.6773402407,34572.0908064872,37058.7486723947,-2012.40845860126,-3586.33202659651,0.594838771765441,27,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",15,637.6593348195,317.506432119058,719.649274413492,785.832489395802,144.152574277661,251.507861283859,0.760843205348764,43,6653.63500634769,2263.45065648684,9236.47900027934,8725.82534043625,13402.6020137638,12219.6230515748,0.824703046802433,43,2753.8456048116,2797.84957955641,3267.97114939238,3461.88105580742,-74.0735437310779,309.13761337402,0.91503460770302,25,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",28,5833.95062519914,5579.76750242758,2923.70434195596,2227.16584543423,-872.711031304131,-1500.48007411347,0.0216153481989259,74,6481.78839034603,3350.43686817791,7295.94521663301,6827.64102308444,-840.258897917079,-1565.12836880244,0.278423161742643,147,6582.40401078196,5621.77474367104,5281.88351342988,4117.12773807214,-296.514937347512,-758.636325144043,2.2,18,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",8,18597.0972940299,17892.2504562367,11956.1509950206,22864.2494271014,-823.57485483452,-2699.37255063998,0.968879020072888,143,25609.2241825632,23268.2358688043,18763.9529979596,24868.5335198316,8764.9441678237,8398.41230690185,1.2,45,19994.8009710735,17426.2714968938,11297.9621225482,17530.6963117311,-261.802899970138,4706.3304193979,0.560365648378363,15,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",31,4629.31298920111,2310.01090960452,5295.4574528908,6206.85003986657,1224.22939083766,632.936199431042,0.871323799925046,30,12572.7634563512,2855.05100557526,24080.1017008026,11269.1913244582,-1386.50140637885,499.994188794423,1.47628090054861,26,4148.66137665491,3269.32848126823,3112.65768159211,4130.26178321615,1209.13311850508,251.073225131722,1.66622859754599,17,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",NA,NA,NA,NA,NA,NA,NA,NA,33,58748.4755569153,35480.7755191908,72581.3485606791,54712.4045028098,59339.483538618,37663.9180921547,0.701197660763343,15,71201.0726304582,80778.1474925097,52797.8481558931,50477.2483343796,15116.1271520669,33836.8739461029,0.585199620183137,8,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",71,4710.2889977848,3990.66834615376,3769.09635998923,3886.71249320653,-716.528040664082,-475.139037131715,1.09655018011314,176,12856.5020381905,6138.4851177386,13501.7467338984,14476.2313086944,-3464.02501112235,-1341.63493168586,2.14435766347296,373,8020.89197051193,5421.2957453309,8343.46493731514,8794.40778705943,-1277.01595223247,-672.642507195578,0.903519351175215,34,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",12,9163.2941826595,10916.3067180473,6111.036483027,12560.9513769459,4003.31709767252,2117.27075117908,1.19139765714088,54,16825.4271552359,11903.9856388035,14151.458382991,19867.565698013,3503.23813578447,4849.6921516291,1.23923965950579,37,32395.1377685656,10742.9013540934,40040.0069025872,36001.1562825696,-6694.77381805612,-1201.69049002463,1.35968126792464,11,"2013",NA,NA,NA
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,33,5855.18800596664,5151.96525492949,4585.90019024636,4712.97755172967,-1223.12495504185,103.61499709502,0.957725153687984,31,6754.50359076965,4168.10976723259,7675.43337855228,12810.1739824869,-427.7512307011,2038.23813462699,0.570097616365157,14,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",39,4691135.25703874,3482750.56902842,4705451.81142171,3458679.6290339,4749085.22709036,4995949.07763734,2.04160230209678,70,14445469.0027715,10485200.1433748,15572096.7099121,15351389.7629834,2616062.96604373,3015607.22009306,1.93751460605587,96,8150196.57668554,4771618.61707752,7918920.37629792,7115922.6907514,2645736.68735001,2937083.57062472,1.4,11,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
