"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Montenegro","Montenegro2013",6,117823.904478828,65288.3938508212,111387.743219717,186649.082124442,46063.8966207017,52269.7931709059,2.00663808514999,NA,NA,NA,NA,NA,NA,NA,NA,1,16146.3531301736,16146.3531301736,NA,0,0,0,1,7,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",16,119863.269322985,59465.5948915286,156303.655697176,82645.7181739599,-91.225749428294,-10223.4835109263,0.37731001689225,5,146083.205342893,61226.670546248,195343.564677381,390271.446932588,-116132.019600075,-81751.3440759533,0.62954310971222,25,52352.004142809,20985.2701450991,60362.8481501125,80674.0143067104,-14466.1093604861,-28014.2147772112,1.55432264198507,3,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",51,12621.939326545,7875.36613675228,11491.1773337776,8632.52694922718,2352.04752589439,1028.95322230674,0.697269844320046,12,39096.7003068422,22258.7341563202,41948.0150971031,59136.3981954676,-1480.61804512929,3765.77409925658,0.469440209973335,20,20369.5491513521,5318.48353272679,24777.0448244492,26343.0963003941,-2402.52491887123,-3412.1404107602,0.650290654704525,21,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",5,68209.4240834102,61744.9083521473,46153.1243218558,66924.2465621155,-12226.1851877714,-11946.0511986007,14.3102169321646,1,363.875937840186,363.875937840186,NA,0,0,0,1,6,119416.264080309,106627.597475822,95820.7732480277,122909.205670463,3355.00372229844,-3064.22908397868,0.455980171328005,17,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",11,4633.71746076266,4221.18173760325,1756.37270759693,1562.41730746792,80.7238883931298,396.422289779854,1.02471455264194,3,38716.0921927552,38918.0045360431,12008.0781522836,15741.6480602031,-1876.43901816501,-9381.21670112319,0.845154557165116,18,38655.4194274762,12164.9945191523,52084.6196869326,56916.6304863315,8468.76413415205,-4174.33937600855,0.972061046903212,9,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",3,10653.434942147,10496.3635841289,2461.63289199315,614.568260871694,3481.04432126859,2553.21324378696,1.03849692989855,NA,NA,NA,NA,NA,NA,NA,NA,19,5982.39335102847,3963.38884591929,7966.85704214181,9303.26562358071,5482.84814999206,227.191621040461,0.859450766978927,11,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",83,653.262142988105,397.03123885633,615.091504938097,618.452506680052,-13.5652251581201,-144.251309402372,1.04143560247648,31,273.129129070394,62.7311938063565,392.182354386933,516.636899561799,-120.474428795262,-211.817961919185,0.929842736859529,60,816.98560446766,298.149728423803,1271.76554180122,944.550124698526,-440.941147164487,-726.204001762565,0.548999946796779,98,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",42,55701.4200677977,33523.5173741202,71518.4991585287,66216.7146446958,-20062.122217243,-10283.4493808538,0.352605056611382,5,11315.5408874648,11606.049547379,11118.0421676416,18155.1395922248,328.355240079961,-1628.06830618556,1.05559419515538,75,144599.517463383,44563.1802645479,179337.920779917,296914.703661559,-26905.5914858145,-7959.98829733276,0.667421788585956,111,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",9,9798.77104454637,9258.86887339741,4324.0325700924,5500,-1708.78255858611,-2823.11980432961,0.48205711791154,NA,NA,NA,NA,NA,NA,NA,NA,16,242219.401116707,39467.1318035543,403213.445928875,522565.789473684,669296.350754308,834784.141161675,0.359465931741641,29,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",14,72964.4647053832,22412.4250996517,90594.5372177997,184611.150177814,-21466.4206489111,8782.84125793321,1.0495323941302,5,57193.1600916918,29977.4237043867,67890.9288553963,70991.3786592867,14312.1902115462,14032.9013558673,2.35195839603081,20,24806.7617674569,21420.4059757872,23251.2445142379,24167.2778414593,4807.91941347394,5138.7309681358,NA,9,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",47,35160.4246435198,18784.0555391285,50677.1416519096,31332.7953685361,24545.385890082,15929.6833744125,1.79894032091178,1,23908.2851616438,23908.2851616438,NA,0,0,0,1,83,57145.1579783897,36662.3569162873,60051.028079666,76927.1212376966,34289.96591602,22855.3594653612,0.177264485908931,31,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",38,45189.6590911296,10159.9781968267,60672.3193017551,100269.59423111,60490.886436193,65976.437318913,0.564520421362745,5,5869.54287676093,4090.38269013545,4265.02937198395,4851.05596280101,-1331.74890603498,-2207.25867479732,NA,54,19987.1047342278,13643.5948953778,22410.1544940627,25734.8518826593,8562.07279880713,9199.26454713214,0.751636144171859,40,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",2,97530.6193114953,97530.6193114953,16314.7713880552,23072.5709640042,6666.459008993,10368.0540407867,13.2010759679113,NA,NA,NA,NA,NA,NA,NA,NA,11,144915.182706583,30250.5811147782,204555.066539814,234915.178821554,-71320.180340285,-78833.3360723592,1.91888725976596,8,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",8,62490.827420349,28963.5578138965,74300.2670774452,86228.3779336763,-21816.3595440741,-20071.7772170889,1.19248593646697,2,46685.2683995166,46685.2683995166,44831.1281730033,63400.7894787478,8.07793566946316e-28,0,1,12,67345.2562861167,33627.8234720982,66919.4449026641,103233.385667878,-16940.6881624187,-18964.4048168949,1.18431101859893,3,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",45,37670.3348253933,23292.5625285331,32970.0218108688,32375.7572867099,28182.2179979747,21318.8404104069,0.847149872045447,20,35175.0335349827,18214.7611350466,43453.3541326912,22771.465651418,57700.5551758544,49802.1679290537,0.810426332927043,1,38477.1309010134,38477.1309010134,NA,0,0,0,1,61,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",38,12701.7421422024,10357.6636355035,11686.9273173856,12436.7874058964,1207.21858484737,1681.79633452567,0.936092772868042,24,11428.1736236345,8151.20611887446,10408.8991510044,6068.26729842979,2794.91049175189,398.929860227919,0.850243183277936,26,59995.9522158221,28831.4979481887,74006.205488433,55313.8325985118,88926.0989484788,78807.0045718735,1.8150623685914,38,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",6,385955.519706129,396309.695866773,251200.901476053,356194.82946497,153877.055858948,148260.172416769,30.0802721395471,3,143816.898211029,106378.102388682,122932.922497571,185404.469916763,36582.8335166106,6512.35435675347,2.42213013612764,8,65643.0369267914,74239.9196074352,21659.1468897099,19863.1890570169,8715.15910635341,11402.1420129653,2.23189412362116,6,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",7,32260.6294040517,25737.0538197943,32759.1934090335,29492.9613629152,52949.0166841833,52958.3251757608,1.05263157894737,NA,NA,NA,NA,NA,NA,NA,NA,4,29668.3234989356,30986.9521082721,20219.4172396338,40021.8290911611,-5114.58339504398,-4934.91067129501,0.467391304347826,5,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",1,58877.0039244641,58877.0039244641,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,232136.078469109,190122.75299982,165056.996294985,265627.498889527,92226.6426967116,106649.674941741,19.134432892235,1,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",NA,NA,NA,NA,NA,NA,NA,NA,28,26466.2447001544,9632.33246045848,34021.3059011758,19368.3498233939,20497.9371740945,20460.768447656,0.791666666666667,NA,NA,NA,NA,NA,NA,NA,NA,4,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",30,18244.3081534361,11147.8997757403,19620.6450412913,24604.4908965008,-1466.81799981463,1923.749226156,1.48617600722262,5,8745.32694225594,7203.3481980692,9089.78756925447,8387.89462380709,498.933217437941,386.386812531854,0.803041618723287,73,14655.969822377,5531.20653690985,18020.0866721949,17984.4615631975,11458.3733665895,4472.91098048468,0.768298719593286,16,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",11,33594.9481801101,27453.4418585952,12936.9928708278,24118.1657848325,4699.46027729085,4939.29019419215,1.23055555169229,NA,NA,NA,NA,NA,NA,NA,NA,10,36779.3489141609,34452.1990004608,9477.88897168745,10033.6700336701,-2218.95666988673,-2424.01563578034,1.18499995132288,3,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",4,35923.1900845632,24571.3575014523,29960.017609869,22839.5061728395,4974.1221924395,4308.48813507173,1.10559876010226,2,23127.1594891291,23127.1594891291,2552.40190269571,3609.64138741916,221.438592330552,225.602586713698,1.1553884732903,15,37549.068896837,37500.6587015309,20274.4285667066,27777.7777777778,14852.6739764056,13916.2985250264,0.481677375056786,1,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",4,1332.71447940715,690.083176851312,1787.59213701695,131.302900965771,661.015130690958,610.155366549272,0.930994513595812,1,19695.4351448656,19695.4351448656,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,15,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",9,29074.7376826448,29535.2254117147,7235.68262963187,11591.3230667329,-3557.39114937304,-3068.14134363804,0.32118494582302,NA,NA,NA,NA,NA,NA,NA,NA,16,33361.1317881852,34107.7522620372,5394.17828528993,5204.2674993495,917.315154606146,1004.41030227284,0.46146552318852,3,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",2,553922.569714663,553922.569714663,144134.581496821,203837.079959775,98945.1003374317,96978.6107461685,20.2123122912344,3,265388.386021212,317334.726414162,167179.988882333,261981.168978603,109527.19776492,72161.1764187734,4.63310669536935,10,1132969.70857157,776709.79433281,1052749.77832367,1021149.55806936,-146803.131820574,-115062.140703476,0.351367398032994,2,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",6,3025.21759107529,3248.19819737816,2103.71932375938,2099.43820218914,-378.710300333399,-346.200308320489,0.998747983469823,16,6655.96399274596,2601.12224340316,9718.95164304908,6959.18344576221,-3288.89961089276,-3473.26877258956,0.32,2,4916.63254401053,4916.63254401053,4408.87087098728,6235.08498050188,1225.28422093947,1182.51611699174,NA,21,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",36,10857.8693807422,7771.35742541101,11420.5410173627,13914.6881968253,-3514.46908570552,298.517529147638,0.794013639810825,7,5346.62191382546,6551.59849554262,3507.82365298,7018.83758170796,361.412221723974,329.540405930443,1.21936715378578,15,15029.2148396964,10540.3987608222,18472.1652036706,11712.3634462486,23772.969163357,21766.4115848263,0.24412830298974,33,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",5,25874.9809947186,27101.8125858623,4739.51073707262,3952.62645440184,-3549.58020740125,-3962.9775858596,0.177782875145659,NA,NA,NA,NA,NA,NA,NA,NA,14,77322.521010569,29019.4724768465,75040.2448396272,142746.281096112,33780.6364200533,28801.4561755731,11.1612683995329,4,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",21,106387.435215718,134587.986988088,73960.9729410641,104970.769920493,-15037.1450445722,26234.0759401424,0.161114970589522,11,222236.912333422,234295.393509605,126820.712370958,121750.484071353,-15891.5322577069,-53765.3801486366,6.89529197223364,45,102481.098612922,48093.2262095606,117088.031161507,106765.809108724,-3833.54266980093,-2941.61624329842,0.626380593983037,5,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",27,35616.296126372,40907.6182899836,16473.8434706644,16635.7834380353,-7253.14358512132,-11016.4530974409,1.11973583301409,1,10546.211132165,10546.211132165,NA,0,0,0,1,35,44899.0379904619,28893.7291292192,53330.3590721587,58269.0204105921,-27401.6355045482,-25058.1187447709,NA,109,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",22,3365.0522973171,4125.79681480285,2268.05936630478,2235.59430692311,-543.266834470327,-111.227440407485,0.464589433280087,9,4291.85582897204,4394.78807918803,4393.99622541488,5124.99449605958,-1481.78991688129,-2396.74366372152,0.604812629866342,33,20522.0190234635,1578.03294455293,34854.5564197608,22750.6369428253,10208.9985793057,10504.1923414371,0.41134490636335,54,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",67,7429.01729611248,5348.1283426552,5563.42500719826,4656.80131318066,-384.098571527948,-1050.10669526072,0.354896344041169,16,9625.99731869562,8660.37065340613,7182.60445871334,6797.19446333828,-4486.03345140184,-4550.33936522438,0.0335565169331005,22,9147.90301220809,6681.8009446801,9120.49054301774,8407.80918806016,-5487.08592246795,-5168.94774760791,0.133407482270433,43,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",22,34899.3011512475,33226.9868059,17820.3851126535,7985.6395477567,3387.60415934398,888.533863042982,0.499913483613555,5,32140.7372716063,31817.1401665974,22036.6761825822,26586.3365431412,-5549.96883413392,-3587.14038216269,0.484399432362762,74,61180.2959538116,40431.6634799968,57731.7991616022,77543.4815841618,85436.2011924332,94534.1169228195,0.893980166942951,41,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",8,24838.237284744,19871.5430760466,19659.7335065441,20004.1488605403,9655.6810728291,13631.4982754368,2.37582369673566,7,21237.8746350715,11727.859795251,19398.28317892,37713.2882092496,-1179.96077429272,-1106.41808699141,0.423518259267926,11,30575.2822941916,27075.5891690338,18179.3638638353,32669.2042708922,-4118.20796247553,-2988.37890193213,0.912125850562735,2,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",1,93153.2370749884,93153.2370749884,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,12,136444.56691373,50130.9028901522,184487.324102831,221205.669039856,232745.737254329,160620.342628061,0.711945387897081,16,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",68,62827.1469646722,29772.5371185217,69986.810112278,100609.131016392,-16864.3252947694,-7291.00327988621,1.60093953860959,11,15154.4581003263,6182.46950138897,16909.2703428451,19657.0825172367,4779.1396451146,4244.20046162484,3.45183803029224,39,69516.9613212297,46835.4858095362,62602.5054125497,111284.451025001,-17605.1309633345,3686.00488915938,0.422683470087042,3,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",11,71285.7969046261,20878.3237146202,85392.9236802815,135222.527020511,-10103.6731703854,-711.859279372821,1,2,24658.3262209381,24658.3262209381,1.7023639920966e-11,0,6.60837489137989e-13,1.51582450295488e-12,1,12,26077.1919497723,17110.0665056703,26582.6172654881,34439.4622885769,24065.3270294253,21539.0797723043,1.28955019832561,8,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",1,33268.0768357388,33268.0768357388,NA,0,0,0,1,1,33268.0768357388,33268.0768357388,NA,0,0,0,1,7,11248.495754671,10939.5312430668,3371.44590317873,4435.74357809851,-977.54508582207,-2848.73309793438,0.289311245294344,13,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",19,15046175.4910253,13240548.0621365,11743582.9211584,25366490.0993234,7807015.64118396,9416521.20796089,2.54235702684503,15,14525826.5035711,7377993.29420032,14682794.3740042,27423954.4105063,12017123.4625089,12016263.7398706,2.11345275110908,15,20099732.5483193,14126946.3727914,20318836.7849696,20832065.5775475,4730981.16225685,109763.276071843,0.903490111450933,13,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
