"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Tajikistan","Tajikistan2013",5,7556.70730387254,7952.37900346082,5515.67429882312,10820.563405828,778.668693465063,900.975327111854,1.90972903287737,5,7556.70730387254,7952.37900346082,5515.67429882312,10820.563405828,778.668693465063,900.975327111854,1.90972903287737,5,7556.70730387254,7952.37900346082,5515.67429882312,10820.563405828,778.668693465063,900.975327111854,1.90972903287737,-6,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",13,9475.51656538346,3879.0822016631,12359.3653086823,9983.51146145931,2132.36757816543,1363.92009865827,0.942645179156867,13,9475.51656538346,3879.0822016631,12359.3653086823,9983.51146145931,2132.36757816543,1363.92009865827,0.942645179156867,13,9475.51656538346,3879.0822016631,12359.3653086823,9983.51146145931,2132.36757816543,1363.92009865827,0.942645179156867,-20,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",10,34505.3039033162,33260.5426794179,14288.2608183652,5576.7965974833,790.058717659005,-379.734689454593,NA,10,34505.3039033162,33260.5426794179,14288.2608183652,5576.7965974833,790.058717659005,-379.734689454593,NA,10,34505.3039033162,33260.5426794179,14288.2608183652,5576.7965974833,790.058717659005,-379.734689454593,NA,-15,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",5,25451.519645935,28915.3120198124,12970.5652059957,8246.76903857309,7932.14401239535,7366.10118316197,3.57561440940597,5,25451.519645935,28915.3120198124,12970.5652059957,8246.76903857309,7932.14401239535,7366.10118316197,3.57561440940597,5,25451.519645935,28915.3120198124,12970.5652059957,8246.76903857309,7932.14401239535,7366.10118316197,3.57561440940597,-10,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",10,42684.8310699105,43340.5936938288,25051.4998801579,42652.6477621808,8638.09917241308,6832.86140308198,0.783269919135376,10,42684.8310699105,43340.5936938288,25051.4998801579,42652.6477621808,8638.09917241308,6832.86140308198,0.783269919135376,NA,NA,NA,NA,NA,NA,NA,NA,-6,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",14,16560.8761008744,13387.5313339812,16654.4992971673,22005.9200336125,12476.1362102994,16435.5679320794,0.357696685712621,14,16560.8761008744,13387.5313339812,16654.4992971673,22005.9200336125,12476.1362102994,16435.5679320794,0.357696685712621,14,16560.8761008744,13387.5313339812,16654.4992971673,22005.9200336125,12476.1362102994,16435.5679320794,0.357696685712621,-27,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",15,11149.2813892141,8593.4086660716,7153.38430140008,7896.31527017592,-3137.35753092825,-4120.19396853549,1.33291012572562,15,11149.2813892141,8593.4086660716,7153.38430140008,7896.31527017592,-3137.35753092825,-4120.19396853549,1.33291012572562,15,11149.2813892141,8593.4086660716,7153.38430140008,7896.31527017592,-3137.35753092825,-4120.19396853549,1.33291012572562,-28,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",11,31712.7539571902,35082.7313140258,15335.9428529112,13116.9028384396,12923.6390305365,15768.3873412432,0.948061340186694,11,31712.7539571902,35082.7313140258,15335.9428529112,13116.9028384396,12923.6390305365,15768.3873412432,0.948061340186694,11,31712.7539571902,35082.7313140258,15335.9428529112,13116.9028384396,12923.6390305365,15768.3873412432,0.948061340186694,-21,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",5,96728.4007207024,20670.4185782334,171599.795501323,21432.5609381484,-58834.4522882038,-48891.9156094787,0.758588608198231,5,96728.4007207024,20670.4185782334,171599.795501323,21432.5609381484,-58834.4522882038,-48891.9156094787,0.758588608198231,NA,NA,NA,NA,NA,NA,NA,NA,-4,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,5,245608.231495746,246202.378356741,158940.911993568,0,-50079.1304893813,-21788.6056907663,1,5,245608.231495746,246202.378356741,158940.911993568,0,-50079.1304893813,-21788.6056907663,1,-3,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",2,14139.1987022206,14139.1987022206,59071.5855159383,0,27521.3402826542,33888.8019590891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,14139.1987022206,14139.1987022206,59071.5855159383,0,27521.3402826542,33888.8019590891,1,1,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",25,11878070.7795811,4336555.70688813,24002341.6334137,8652545.98177751,7746090.2389763,4737924.07962811,1.28022244787524,25,11878070.7795811,4336555.70688813,24002341.6334137,8652545.98177751,7746090.2389763,4737924.07962811,1.28022244787524,25,11878070.7795811,4336555.70688813,24002341.6334137,8652545.98177751,7746090.2389763,4737924.07962811,1.28022244787524,-45,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
