"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Peru","Peru2010",134,48602.7086098896,23964.9406275347,53117.3330665874,40513.1892853882,26176.7639007702,18311.3057721671,2.30237028092569,-106,134,48602.7086098896,23964.9406275347,53117.3330665874,40513.1892853882,26176.7639007702,18311.3057721671,2.30237028092569,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",94,26753.4705193081,10784.5451990401,35084.5711315175,27069.8956574424,2508.89134652117,9340.75530167016,0.692789706270967,-51,94,26753.4705193081,10784.5451990401,35084.5711315175,27069.8956574424,2508.89134652117,9340.75530167016,0.692789706270967,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",14,123653.126988819,62486.01975019,173467.069470026,153244.288586501,-28389.4538276878,-47845.1334656442,0.460259016012846,-7,14,123653.126988819,62486.01975019,173467.069470026,153244.288586501,-28389.4538276878,-47845.1334656442,0.460259016012846,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",22,62325.6656174213,33533.9241109189,63457.5404792072,81898.9196273829,-17074.4193683436,-18717.3033907729,0.78446372648772,-19,22,62325.6656174213,33533.9241109189,63457.5404792072,81898.9196273829,-17074.4193683436,-18717.3033907729,0.78446372648772,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",94,40195.9573553717,37578.5238185559,38238.870590802,19101.8666981784,16792.4789217524,11989.9090038534,3.49045345309491,-61,94,40195.9573553717,37578.5238185559,38238.870590802,19101.8666981784,16792.4789217524,11989.9090038534,3.49045345309491,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",91,19695.5892838672,10299.9604863906,32236.9822082827,16383.7639606044,42564.0160684638,32090.7889255638,0.984023783076395,-56,91,19695.5892838672,10299.9604863906,32236.9822082827,16383.7639606044,42564.0160684638,32090.7889255638,0.984023783076395,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",19,198525.099612124,79638.052328321,195443.198756786,174258.807571125,229628.715397822,169697.180618154,1.69796302997559,-15,19,198525.099612124,79638.052328321,195443.198756786,174258.807571125,229628.715397822,169697.180618154,1.69796302997559,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",11,31377.4360823756,27693.3039072378,27462.025726553,40021.8290911611,45721.4917349286,50769.341384606,1.05263157894737,-6,11,31377.4360823756,27693.3039072378,27462.025726553,40021.8290911611,45721.4917349286,50769.341384606,1.05263157894737,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",1,58877.0039244641,58877.0039244641,NA,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",27,23987.6437143315,9451.74178611448,31709.5295050179,16852.9797164596,-7061.12600716826,-7829.61294569791,0.775510204081633,-22,27,23987.6437143315,9451.74178611448,31709.5295050179,16852.9797164596,-7061.12600716826,-7829.61294569791,0.775510204081633,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",107,14926.2856380948,6046.67877399717,17122.8511677763,17984.4615631975,8948.00109510411,3018.15599276231,0.898833814815824,-90,107,14926.2856380948,6046.67877399717,17122.8511677763,17984.4615631975,8948.00109510411,3018.15599276231,0.898833814815824,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",21,35150.1206272013,32281.3569714091,11210.4827663734,14991.1816578483,671.556366437835,946.083849279025,1.88194439615365,-18,21,35150.1206272013,32281.3569714091,11210.4827663734,14991.1816578483,671.556366437835,946.083849279025,1.88194439615365,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",21,35693.030586265,35376.5010554287,20800.7722623875,23809.5238095238,14871.1193239476,13488.8891758618,0.427369762964414,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",6,5777.19492332705,776.530912782201,8207.82153346521,14537.1068926389,-1607.88741256097,-2366.22197364902,0.686348832186431,8,6,5777.19492332705,776.530912782201,8207.82153346521,14537.1068926389,-1607.88741256097,-2366.22197364902,0.686348832186431,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",25,31866.910795042,33097.8723030162,6300.67414958808,9107.4681238616,-2122.73300529613,-2069.59774663338,0.595034511304895,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",14,674747.736724344,556748.66217813,421105.899054715,405608.018137453,-20188.9501796056,2354.44710796395,6.47276543107254,-11,14,674747.736724344,556748.66217813,421105.899054715,405608.018137453,-20188.9501796056,2354.44710796395,6.47276543107254,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",24,4928.71378898221,2649.23536927718,6078.39559888356,3796.61808057723,-1663.6243219183,-1474.98132001324,0.868348672864191,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",58,10737.7637060139,7734.95340338943,11551.9203993717,14014.793867306,8254.59685583019,12241.7558982495,0.85526832343918,-25,58,10737.7637060139,7734.95340338943,11551.9203993717,14014.793867306,8254.59685583019,12241.7558982495,0.85526832343918,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",20,67988.9356755159,27480.739269917,68065.719094183,93733.7130615291,37197.0766117312,31458.3629069452,6.48474602956545,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",80,167005.194955846,140581.178879386,135666.13421284,192620.168829305,-39102.9413843338,-15646.9728220914,0.36710299333326,-78,80,167005.194955846,140581.178879386,135666.13421284,192620.168829305,-39102.9413843338,-15646.9728220914,0.36710299333326,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",72,35506.3577823581,28893.7291292192,38923.851961053,37610.0040832003,-15976.7771490684,-15286.1871329742,0.0571334626829459,28,72,35506.3577823581,28893.7291292192,38923.851961053,37610.0040832003,-15976.7771490684,-15286.1871329742,0.0571334626829459,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",61,4307.50158114611,4116.09362489503,6568.96277486882,2994.85275078378,4221.38558179859,4131.96623585445,0.402024473499119,-4,61,4307.50158114611,4116.09362489503,6568.96277486882,2994.85275078378,4221.38558179859,4131.96623585445,0.402024473499119,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",104,7746.06327734021,5362.08382211696,5957.88865981731,5770.38423589773,-2817.2826048897,-3117.86970311916,0.173298740437215,-60,104,7746.06327734021,5362.08382211696,5957.88865981731,5770.38423589773,-2817.2826048897,-3117.86970311916,0.173298740437215,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",100,47241.4725425481,33105.1709593874,42598.9931912065,34119.1318970312,41033.8966072864,51472.266833709,0.588110850592792,-58,100,47241.4725425481,33105.1709593874,42598.9931912065,34119.1318970312,41033.8966072864,51472.266833709,0.588110850592792,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",26,22188.1747600181,12484.5310550817,18676.1947868315,35975.861129831,5279.62241680039,549.372644941709,0.412089851313653,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",12,156985.158207867,75785.4839086919,741241.906244069,46077.5833388782,1186769.06453319,1208997.85036769,0.302923128555657,5,12,156985.158207867,75785.4839086919,741241.906244069,46077.5833388782,1186769.06453319,1208997.85036769,0.302923128555657,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",118,58922.482392735,29180.3275877011,63520.1825581049,117466.92052639,-11376.2842158876,-454.802264816986,2.46482855535077,-115,118,58922.482392735,29180.3275877011,63520.1825581049,117466.92052639,-11376.2842158876,-454.802264816986,2.46482855535077,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",28,51813.7036502425,24658.3262209381,66297.2259969404,79646.3936936301,3886.845271701,2204.08656407973,1,-23,28,51813.7036502425,24658.3262209381,66297.2259969404,79646.3936936301,3886.845271701,2204.08656407973,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",11,10063.1735246231,10790.4083148228,5061.84208538059,2217.87178904925,-1703.66152897752,-1839.06914604482,0.191667689055262,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",49,16819063.412067,12792537.1124094,15606905.6979896,25366490.0993234,7661103.15810562,6579551.86850821,1.01220729981624,-36,49,16819063.412067,12792537.1124094,15606905.6979896,25366490.0993234,7661103.15810562,6579551.86850821,1.01220729981624,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
