"countryOnly","country","N_Do not export","mean_Do not export","median_Do not export","sd_Do not export","iqr_Do not export","OPcov_Do not export","OPcovNoWeights_Do not export","indAlloc_Do not export","N_Export","mean_Export","median_Export","sd_Export","iqr_Export","OPcov_Export","OPcovNoWeights_Export","indAlloc_Export","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Nicaragua","Nicaragua2010",77,0.333021270948594,0.283273279672995,0.211766668331773,0.366666666666667,0.083730508345716,0.0748006282348192,1.42857142857143,23,0.293468101757757,0.126030203158564,0.305991709811141,0.537519879883795,0.108533451658166,-0.0180551883087586,0.840034625176735,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",423,0.320741010178244,0.25,0.282255145224358,0.392424242424242,0.0609354960914212,0.125121626289786,1.17303961641643,162,0.211065908765023,0.1,0.26209713492665,0.325301204819277,-0.00186970430369031,0.000396987880976023,1.66666666666667,35,3,0.267311394348995,0.25601163869433,0.295865495061574,0.433333333333333,-0.151601020698333,-0.0818991125113253,4.34147249338127,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",256,0.225011588913372,0.141971303173795,0.232300004564158,0.283333333333333,0.0684517451986673,0.0697733852343828,0.225833358398739,66,0.253280573492326,0.113381606180305,0.323074083234452,0.303362598955693,-0.175992967608814,-0.0457409987847535,1.22619528900203,12,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",36,0.200153792804432,0.15685518760036,0.170990721587394,0.213774597495528,0.020871358043611,0.085917010261793,1.76470588235294,8,0.137689549800107,0.115878226014248,0.166648702841569,0.207171690040164,-0.0353927791412015,-0.0493398566951356,1.86719353622777,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",59,0.368676812915122,0.333333333333333,0.166348137665517,0.240740740740741,-0.00345311060771143,-0.00874592779137362,1.2221101631226,32,0.370798685092112,0.379443032835944,0.242776203278543,0.3684258270447,-0.0709972409761809,-0.0092508742976799,0.800523708462337,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",319,0.416221243699248,0.417469980954463,0.196540503033097,0.25152790301573,-0.00966627255197861,0.00273100331347272,1.25,292,0.431306903644899,0.43946894430095,0.197384401556323,0.246153846153847,0.00534501116948391,-0.0082729234503495,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",449,0.46261089278476,0.497378189627003,0.2978139093394,0.420634920634921,0.0388808972471665,-0.00365776920935557,0.666666666666667,267,0.438611609519612,0.42110631685207,0.28855635625283,0.405701754385965,-0.0305553297295143,-0.0728273104783659,1.09563758071385,17,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",26,0.423871340711334,0.369905378609497,0.434863330514759,0.466666666666667,0.197437477294835,0.179373515068622,0.205578922538525,18,0.371000065051294,0.248266650694133,0.381186915553258,0.504761904761904,-0.1335472969993,-0.12525153015594,0.308694424194362,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",61,0.364782743614934,0.329453981702647,0.282439988473953,0.438170569105307,0.0358546582277202,0.0597387094618687,0.681284033599368,72,0.290366067120998,0.237225166242081,0.27684350539534,0.356995073067098,0.103424319903756,0.0902714224368666,0.918746923293293,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",570,0.420564320690529,0.4,0.252492708237881,0.414285714285714,0.0551999315121891,0.0912471006678707,1.08156790144977,124,0.41682036939224,0.4,0.18841044189778,0.156050955414013,-0.0322224386847887,-0.0155698834672058,0.517513967244385,1,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",136,0.314495618385282,0.303459841507362,0.223173873730269,0.413194444444444,0.0246135298466201,-0.00382036462158219,0.501175693752549,26,0.431830077340849,0.452749935163066,0.235665080641848,0.271666666666667,0.0380605502371726,0.0627471745825272,0.392724221280132,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",33,0.27349657433728,0.259564605868703,0.238632569736571,0.505555555555556,-0.0754622538176127,-0.0480600898089597,2.8,55,0.40824101220446,0.401979457828471,0.191436314408251,0.261683326611277,0.0464497025591503,0.0476833675587671,1.00703393773276,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",14,0.0307251008580663,0.019940424750041,0.0325515982129121,0.0380237525773196,-0.00454329473351189,-0.00526281669040712,1.00746679161259,21,0.0189480083402867,0.00911253744567896,0.025061728193803,0.0254166398380746,0.00538521794126588,0.0101559882723707,1.63521874467218,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",13,0.333426138992687,0.356405049503729,0.206703614686371,0.1988898330067,-0.124161749287512,-0.137050517489893,0.987701690865731,55,0.317120015973433,0.387232570009892,0.211769343401186,0.380584898158757,-0.0163025008242237,0.0850690608409898,0.923074014498608,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",73,0.220523284896578,0.150490769202059,0.228557124284294,0.239759036144578,-0.0865256822741008,-0.0882160686248994,0.702475939346922,2,0.19076792501083,0.19076792501083,0.0489082190320695,0.0691666666666666,-0.025790518125438,-0.0284803921568627,6.18151694632973,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",240,0.405929569894942,0.409704074691516,0.238741266686598,0.347222222222223,-0.0207322078882304,-0.0200908768502909,1.22341693423239,71,0.300236439769181,0.215073172673258,0.247517328810691,0.416666666666667,0.0593439244681002,-0.0570426682126543,0.337615891079251,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",11,0.43990641888655,0.442527233283519,0.0867437529947357,0.1,-0.0260207550477327,-0.0133409616114797,1,13,0.504192829204431,0.5,0.1083010651469,0.14742988969793,-0.0426420457904,-0.0419329414792557,0.577837199449245,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",35,0.487741742101196,0.474292977208258,0.117532883842531,0.148893360160965,0.0294453035377551,0.0278856460071036,0.414804045688371,24,0.484360474044284,0.47916666528693,0.105377619777169,0.136475382003396,-0.0203042118928636,-0.0193645124035751,0.377195663703201,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",28,0.315953076397086,0.317644171680623,0.114287444212933,0.188888888888889,-0.0236377627042877,-0.0298372818506874,1.69677481150447,19,0.360682562096235,0.342754793483856,0.102929252850587,0.105405405405405,-0.0858444918030207,-0.0892783105023579,1.39964159031234,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",11,0.220852100806988,0.00103835070161629,0.368372769537211,0.357109523809524,-0.0936569067032437,-0.0854294435136317,1.30514785863897,3,0.110857902978112,0.0820380394162574,0.120313703756739,0.193333333333333,-0.0363548506711312,-0.0265079365079365,1.22169352841851,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",54,0.415373259468669,0.415185477426476,0.0780784070666729,0.083333333333333,0.0125329330936417,0.0121924943141797,0.768105567122171,16,0.428145742590255,0.426898379008653,0.0800219662041389,0.0733333333333334,-0.0391365084016975,-0.0397018183652394,0.820231635799916,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",47,0.292674683084371,0.331668870294126,0.163395459089497,0.258214285714286,0.00434497697953585,0.0466445222180173,0.72107692235134,261,0.439343412283183,0.423475040967744,0.232530166313267,0.288471035646124,-0.232481573801055,-0.133849833823477,0.96177351970959,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",53,0.335356880431364,0.274969974169277,0.260529161351671,0.425,-0.019879990599168,-0.0148222135561949,1.33333333333333,10,0.499700340848763,0.338801848855442,0.377676388417085,0.700265720106193,-0.190821449024925,-0.126807138106232,0.99527103432035,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",113,0.304776209320467,0.307796833256914,0.169180418525866,0.301212121212121,0.00964808653183481,-0.0151269239977819,0.975117161224682,37,0.431244972572342,0.446467414094652,0.208098281234957,0.300833333333333,0.0630756328289718,0.0712425815868269,0.325129115685669,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",60,0.359577548119859,0.398872366375034,0.0939753722862622,0.110144927536232,0.0376647467849794,0.0748656770051992,1.11813164928243,46,0.332400108040062,0.362649229650308,0.123351666248392,0.169230769230769,0.000658341722615784,0.0235577034889002,0.71542487665034,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",94,0.529817898231459,0.571418332133684,0.237417907247079,0.276337946059997,-0.0534801766030089,-0.0265309128617193,1.28600823306679,203,0.381368670787082,0.39863236382794,0.250811284643121,0.419545454545454,0.0224907464520842,0.0456261454019668,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",137,0.195262058055774,0.2,0.150108540475225,0.149579831932773,0.00928051849768408,-0.00806595574848802,0.339939330092163,256,0.341429801202338,0.335544033679405,0.264645001651308,0.42,0.0367740357258525,-0.0636483854655243,1.63964848728858,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",95,0.204742258688644,0.157728841041874,0.166659837531528,0.213537858139998,-0.0313469678587997,-0.0556110308257949,1.125,47,0.0929321507981911,0.0399817472054889,0.131509843096938,0.151486450466459,-0.0138341883941369,-0.0500301588155721,1.0361482113659,15,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",326,0.0430938538077267,0.0333333333333333,0.0367282787453229,0.0506358638240661,-0.0105820350092098,-0.00357653730777197,1.29840070505966,96,0.049863840949196,0.0264336258683662,0.0550646016474768,0.08175,-0.000787217082027778,0.00363703327167388,2.73981762357421,15,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",128,0.328882205037074,0.313771247629869,0.217307163427662,0.344047619047619,0.0354040248944062,-0.01172664493517,0.73895485015722,97,0.422589549421489,0.389204179367569,0.257892073939266,0.412019022913965,0.0390111683037339,-0.00802365304012636,0.864853409458817,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",80,0.340572908697028,0.368489804503263,0.271311837257663,0.504051194602667,0.0782442234541082,0.124544847511018,1.89759456474518,28,0.56549513441209,0.65983822536958,0.316274766984076,0.523109557107539,-0.079150692952978,0.00443293832949541,3.02382377592973,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",46,0.350175243882213,0.325129002277,0.305898402182191,0.57517667844523,0.116409139227582,0.0208014529465936,0.462741973563359,9,0.369627815329885,0.390674063932185,0.11257137035913,0.220430839138029,0.0146132267767553,0.0209895461989812,0.509581080764076,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",356,0.50137442829064,0.52813368209819,0.247399085242354,0.387959866220736,0.0105375382983866,0.0041707452240863,1.1,322,0.537414267107757,0.580502310419885,0.270613039046005,0.408333333333333,-0.0632462811156435,-0.0449127645294524,1.02242372881814,7,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,126,0.371598123657129,0.368143360307293,0.194806264591066,0.292247231153984,0.0115808474272287,0.00113641437485107,0.725973903136577,"2013",NA,NA,NA
"Yemen","Yemen2013",65,0.356718079567312,0.333333333333333,0.265139287016311,0.43125,-0.0355899021722976,-0.0801030540001381,0.996391656645525,10,0.413662862235761,0.340611501643687,0.270803581870425,0.176666666666667,0.301945562299785,0.131017234015165,0.0505095920893149,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",222,0.208179803816361,0.179051747146837,0.138830727703704,0.238216865693646,0.0482821567445875,0.0481468886979508,0.875,40,0.214842425107899,0.198462884589024,0.139205987212511,0.222222222222222,0.0775768821985649,0.0616873359096443,0.381002073772479,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
