"countryOnly","country","N_0-10","mean_0-10","median_0-10","sd_0-10","iqr_0-10","OPcov_0-10","OPcovNoWeights_0-10","indAlloc_0-10","N_11-20","mean_11-20","median_11-20","sd_11-20","iqr_11-20","OPcov_11-20","OPcovNoWeights_11-20","indAlloc_11-20","N_+20","mean_+20","median_+20","sd_+20","iqr_+20","OPcov_+20","OPcovNoWeights_+20","indAlloc_+20","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Mauritius","Mauritius2009",32,184699.542828527,19763.884109855,258918.253266412,490419.41196682,-157575.416450284,-22171.05670252,0.424889921730147,58,15350.0641688121,13123.0526114435,14446.2268827152,15190.9275683983,10600.0438872981,9745.35197559776,1.82339819651066,105,20888.0428304408,21184.2000967196,13620.119024063,13792.4037144697,5562.30351735605,10039.2463548826,0.756731261380029,23,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",63,15493.6874185461,13577.0409881841,8707.21147803047,5525.4809354995,1518.18538357227,4070.1242086034,0.563674363789914,238,19279.2676904037,19654.173869649,8632.18977931797,8327.4904000143,-933.99467916127,2610.36914664635,1.25,627,19274.1013345126,12840.6057474604,20577.1235938161,18500.0527251502,23590.7983617414,18134.1415695456,1.39152867377259,185,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",13,13276.659698705,11612.3150481884,8036.80609676245,10466.5683051763,6323.87564590369,17577.8702684044,1,57,26189.0373567234,16369.1275927899,27364.1715228373,23613.6968339503,825.326159425376,-6733.58827034265,1.29265333107171,20,16247.8252050778,12320.55183278,15399.3257503342,23397.5419026566,8135.86864349994,7062.07779205347,5.84879618872334,5,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",23,17696.0335114653,10262.4539597384,17785.9701766598,16061.5824619078,1773.15513185186,5074.77891731594,2.1150883415771,61,17957.4813547061,13654.3135578696,10534.2937267644,12237.3961614535,-1324.56779176843,-982.031945065955,0.70096160376614,17,16916.9702075141,11520.6977745131,14881.8016836441,12929.9351799597,7420.14757240029,5646.71755750299,2.68431560458852,6,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",5,37421.3777190107,28384.0390562091,30900.6138363661,50457.3535317924,-1738.7938334276,-1898.69152549263,1,14,23195.3428052284,15589.3422791383,20379.4045833773,10315.7256109442,16222.2206135779,10335.557417813,1.00793583737116,8,45154.8228459481,54201.6827413401,32180.2210862415,41519.1937633034,8649.32485241227,-2322.34399052058,2.1650368590349,2,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",18,50758.4947861523,44062.6013955089,50065.475926822,36731.4302995377,-15982.0377026222,-13429.0553049501,0.172622668404945,56,38604.4333415008,20621.9339266566,52038.7845968687,34894.8587845609,5426.40969229198,17826.1762643237,1.17209546899013,83,31962.3720359725,19987.6872039954,30083.9001819387,25603.9675911483,3186.61311673967,1411.81025892653,0.606991598272902,18,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",71,14837.4676307828,9006.11408993043,14786.952480356,22439.8656936315,-9646.02220457932,-7523.52435325402,0.0823876941111895,157,10940.4307546564,5936.47240572262,11282.5995243609,10857.3024513728,-2163.61243792135,-3694.48423640659,1.04434917770896,53,6523.61822325592,4947.06033810218,4806.58314678246,4293.34165056726,-498.73282906877,-1956.07134518111,1.01967549183435,22,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",30,4678.27993206818,2187.61407523624,6053.88898652943,8877.4177215931,946.682462525319,-3203.97385113513,0.955620327270507,28,38179.8860652064,12265.4673318381,47482.7905574056,66646.7507202024,14836.875052695,10627.6401791879,2.60344935992067,22,70059.6641237162,43751.078658458,70166.8385253588,83149.1031942671,44618.1295511539,42293.3788129901,4.81933226354653,7,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",24,11648.8467605334,4865.76759868236,14630.952598655,6217.78316237235,5414.35776926322,5400.84144890247,1.3008726902787,77,6858.90651992261,4167.38591537963,5898.37491767716,4185.04635928908,577.55477741434,2281.66867817456,0.949099526723884,86,7411.96968550194,4687.25192240377,6498.64443473601,5803.26428488086,2512.24813026132,3900.24097122105,1.78220004787125,53,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",4,23114.7342234673,8796.4055721955,33400.655660555,62444.5250778562,14914.7832374533,11193.955150307,1.08749823546639,21,14873.7789406595,9833.09217394712,11414.145478854,17355.1811180726,-1211.07676436707,-1849.0170658925,0.430908285975222,82,7887.22264285884,4220.95091783087,8281.95068153499,7570.76843102812,5343.48119132319,2811.2707313871,0.710446044580103,21,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",173,537.517302988937,178.664057485348,798.243934530923,470.482018044751,-130.050742497838,-215.189183012149,0.4,447,1221.7401699564,595.546858284495,1550.09491150813,1191.09371656899,0.0456868584781033,87.8460185049102,0.73553358900692,312,1445.36246932801,707.281901783551,1934.74261714079,2317.66985682382,502.138746576844,843.536632024249,0.267033398949226,150,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",28,140605.243660553,19498.8645398535,170934.770136752,338903.00881327,-114441.469615357,-11128.7251781739,0.0387545202182565,164,17799.0488590809,5090.22605389479,26595.1386535076,18664.1621976143,5275.744562506,2035.19968386717,0.466423622371833,292,17177.8687375741,7726.55815871653,23151.1080115683,20954.7639218669,12104.7341302852,4032.76419904925,0.965126806672839,45,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",1,15849.6,15849.6,Inf,1.81898940354586e-12,0,0,1,21,9264.18119593324,9072.23706400821,5603.25804628834,7066.13333333333,206.33607442235,69.3648559621564,0.8,37,132838.598276197,23527.2475892152,190060.6906048,251566.951566951,18175.298056906,35336.9015308865,3.74045466647297,9,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",8,24609.3027867606,19600.0655075378,17728.8859576797,1830.85438192873,14837.4680511407,24387.9914414418,1.61806312074471,37,31755.7839760593,25091.9801962244,30537.5690172373,21873.6880920293,12747.0955498267,11081.7727152739,0.703001828523448,90,29259.2906721418,21505.5495752559,27954.6105807788,21002.6460422955,9110.21485191335,8260.20223434793,2.20953679907912,14,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",33,30857.7926288673,29543.2071033368,19764.0708936438,25004.0815648858,5709.126316735,4324.3226087471,1.59401929542915,246,30757.369839954,23056.4511301643,27068.4058093264,30815.1230972299,10661.0708872729,6055.61307509679,2.41039125942005,348,29488.5324575115,21610.3467242264,23360.1841266186,22414.0173390411,15886.9172773419,7935.39532501696,3.12252674040968,78,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",21,6983.50812217588,3882.15454467193,7614.13668099498,8998.4493962385,262.103422636891,-617.983074252756,0.851045859472781,278,33792.6216023263,11397.95201446,47417.3475442533,36412.6443286228,27847.6288027755,13357.24695457,1.66666666666667,474,22680.8131072932,13797.9272496776,25132.9226644184,21656.499833933,1693.5296369858,-2765.68071503169,0.391387209668329,82,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",5,173527.652191612,135212.326769043,153995.868543813,257690.342986768,-81311.2370341246,-81078.150894499,1.15208049198186,46,115994.065807588,69670.9921443474,135546.401215776,89209.7416413662,-22549.7026232921,-26864.7254592728,0.379548024773925,86,87386.5647355276,43557.8081253619,105126.166836322,78702.357552235,-25880.6036387564,-24461.8227956306,0.65938228698423,11,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",15,32901.2949924482,17879.7535029703,29480.4643911645,57648.373883536,-4215.07378231143,29707.0215524277,0.224489795918367,61,27716.3558818289,20177.6555667027,25079.7309551879,22464.1721211952,-339.407716042338,1837.63041027399,0.327972958342937,69,38349.3086789302,21762.3162185503,34609.6917734255,38940.6720153292,-3504.83064872603,-2900.28227718431,1.07770298120859,10,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",252,34922.9652136332,30429.2158123529,28847.0898243509,26519.5640350364,14175.3911159779,14249.0376226939,0.602357094046361,487,45412.4051977552,31099.7386505544,39828.8615206218,38067.7997212154,7394.38274385977,4490.51666238747,1.61111111111111,299,33742.5199036022,26160.012606012,28198.363135676,27263.795609861,6653.68223884353,10692.8604864183,0.789374936044702,68,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",33,10162.9902740169,7469.97573576418,11612.9762961999,10316.4404294234,3349.02349950822,1304.15762935719,1.00425936209245,84,21406.4154822507,10241.6143297367,28033.8752303935,20338.1771173936,4091.57297428894,5928.85301096136,2.11175886321312,65,66891.1360266749,32346.7424503586,68338.1890154462,132989.87051215,46579.0826130733,46415.1490864384,3.85446313626904,10,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",14,28014.0908446656,26186.1178217271,15921.7523429506,16718.4935184574,-2616.99391323488,-1319.10948271396,0.265153818666938,36,59969.3658171127,43996.0355748879,54935.3230257346,33169.3058941539,11513.4527589131,6830.6782099576,0.444729155703134,48,55577.1878058618,53949.5414046419,36422.5239436776,57326.834354079,-1057.31359341221,-5711.09265804266,1.25925783263296,7,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",2,96148.2127244023,96148.2127244023,4123.30568876172,5831.23482685696,-1778.58583118467,-1804.90601783668,0.62645464689941,34,96008.7758052228,51861.3602462132,102041.525846185,125712.784000626,-11338.3756076367,-675.089728455562,0.678427773798175,33,97310.3211396844,58275.9807347852,88918.525879832,175270.258224386,27375.601359356,61468.9110678738,0.321578226955946,2,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",6,309337.987089106,234534.118844607,314662.419150375,218226.098313625,-92839.2095270221,-83039.6555817377,0.442744735231344,18,154880.990399106,94233.3342204915,131045.78076493,152486.927835318,48844.6813421465,84214.8822228268,0.444241615212619,47,96314.0121385528,97115.8267492507,43103.3430442172,39917.3730162621,-3117.12571673225,12575.9581199837,0.674034950239036,9,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",69,12099.7519598686,7223.65777544573,13348.2470801746,10017.8671557217,-278.871975791821,-396.696758187373,0.740740740740741,5,13479.3431454295,12851.202440639,12969.9680606872,8700.87313714783,-1137.92321784779,-957.051595701616,1,NA,NA,NA,NA,NA,NA,NA,NA,9,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",30,5842.27658816901,3494.95609325295,5102.27132253538,7863.65120981918,-1919.17812795161,-2346.77622480909,0.168562335128396,103,5690.16549614265,3209.03594888393,6298.93398866704,4415.87702382511,1633.30862590491,908.155226086609,1.10783917962129,175,12068.0296588224,5242.43413987943,15331.0633894008,11121.852212884,9318.44854274429,3223.59584846589,0.631578947368421,22,"2011","South Asia","Sri Lanka","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",3,32131.2538419329,25220.4584008177,22779.9196534182,43827.1604938272,9905.12853104108,11040.1891252955,1,6,42653.6900034041,24800.3847411834,33824.8239222576,60178.4656084656,31417.7498978537,32675.3767883333,2.81010100928001,16,28784.0842868212,19335.2802433928,23798.1892625548,21527.7777777778,371.406762994347,292.276967284575,0.424624624986129,1,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",2,13117.2839506173,13117.2839506173,1091.21416849776,1543.20987654321,24.8904818797292,24.8904818797292,1.03333333333333,23,29464.9690338337,24691.3580246914,13417.841382403,17504.873294347,3207.09379406952,3075.95455605291,0.799107136648326,31,43658.3333755471,36710.0857972915,23873.3421219027,25676.9374416433,116.590673932005,677.452035155378,0.893023250501435,3,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",3,22512.2005025669,21480.6564268179,2142.41485158956,3609.6413874191,218.056997504891,209.25457318372,1,11,27607.8388868192,26725.2975101927,7236.81866165278,5731.92239858906,874.303630218527,1281.13691332082,0.75,32,35697.453968246,32911.698772003,18105.1483268601,14114.1141141141,12758.5832645109,11747.9313080944,0.728060668078901,1,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",6,283250.509445222,14034.7656138018,395965.754359954,713046.372008297,-135421.816904529,-129970.072935574,0.175599891114689,14,5931.54191292493,4424.97568104016,6105.09349844354,11160.7465820905,-2858.05880499518,-3152.84528039057,0.242612681563771,9,12500.3939727764,11873.4578220629,9113.04497059189,15953.3024673411,-3451.27979516312,-3787.53180014446,0.837683922561992,4,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",NA,NA,NA,NA,NA,NA,NA,NA,28,32303.5937554568,33827.7387457715,6513.68948432591,6071.6454159077,-2275.26364299955,-2230.82981948704,0.596491228070175,36,33607.835968708,33633.0273757191,4572.18537686877,5204.2674993495,1100.56127379793,1118.98343215258,0.488071778994464,11,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",28,308612.835234211,354920.285309719,105917.994401175,123277.612644189,29556.6301420253,44829.9324154116,0.872983588871325,55,391323.364594029,246562.143258614,312164.87929994,525856.066435367,90324.0471976492,128331.489942532,1.54545454545455,213,268606.187262346,243221.962924007,152010.406139407,106429.672249483,176503.205455046,82219.7493755173,2.8002133632789,29,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",29,5981.97035133702,2578.63021610551,7590.43720820367,8678.41202293786,-2810.68591157104,-2338.06325171841,0.507765954289233,33,7542.49965601224,3929.94495105424,7438.12159827952,10791.493235484,208.93875629766,1049.088979433,0.807524981381429,15,4225.8164042937,2116.20228110486,4494.79273430028,7062.75938602496,-1021.11868021201,841.908879925827,0.171944633168438,3,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",41,1822.09391438424,1144.6464763521,2067.01161421031,1551.63789245174,-870.259344993862,-668.145340122218,0.429118454424782,139,6299.97112895203,2765.01645509505,7636.35034809439,8324.96421424533,2995.32047501339,4186.3344379591,0.965960209761914,85,3693.06438430557,1430.9570846941,4797.38525937967,4316.64451611529,2356.61920502093,1024.77548009606,1,29,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,40,61110.7651686842,36891.1802410839,54631.966350972,50306.1548742053,-2487.45891435979,6109.95438003859,1.07506200395972,65,34019.5186334662,25296.8093081718,22298.2693263538,14852.293343813,1113.83995933378,5656.03812605393,1.74888928569163,10,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",45,105336.738977454,61365.6361522574,111910.117022058,116525.359129957,-15151.6350218036,-5926.89011454335,0.522382534096148,85,46193.2280656677,24754.8205522196,51735.873487788,44643.4674992837,-12306.536984382,-3091.06899838774,0.541367383360066,177,45812.0150439776,35111.6865106186,43261.7924702354,42583.6812144803,-840.475068301108,-68.4716306381376,0.583333333333333,19,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",121,61579.5676892497,45733.9329478146,61265.8788180154,78781.5414266517,-16166.9464871,-18250.0076228825,0.368800973817364,207,55086.1552806597,37475.6221510921,53017.8561008319,50540.5295956057,-860.344855027432,16254.7840512238,0.519333407329795,301,53422.8558681241,51466.293518562,36902.8804675081,52283.8908052538,-15802.565820001,3442.95986208096,0.304154958812864,55,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",24,972.267671805572,649.300084370743,832.959545685897,695.986906872289,8.4385117404103,-88.4877620640907,0.881514372495513,111,4244.27509805248,3350.78129924556,4573.36107913216,4055.70299009431,1911.73251845418,3857.37979295396,1.58749032999675,92,22778.918522268,4616.55508995345,36819.6527055104,22587.9387048552,7634.10212630807,9255.36267667138,0.398200790282831,48,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",62,9787.91496874291,7519.57032902451,6473.24050975319,5993.10082044123,-1708.02912396528,-2354.06465136848,0.584943984387279,330,11341.5870094498,8159.22941509552,9497.76910337601,8303.7612815528,237.808570182835,-337.527981840453,0.692016032441603,146,9879.65124536465,6769.03739057063,9699.29826359958,8753.83367055698,127.227151139289,-1572.75828684594,0.219537134415593,34,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",9,29625.5360876514,28813.5637640156,16185.397999282,26586.3365431412,-3349.18750065731,-2564.02866723451,NA,60,31053.2563422255,31797.5339009057,18234.5501906342,19979.3154081642,6752.03293149135,12072.0127614202,1,200,54308.574828522,44310.5609052353,44645.1795495914,42755.7431498247,17964.7468715851,17505.1487786381,1.5,28,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",33,9441.37588920156,9517.52581237108,8949.9571555954,11306.5017174053,5462.19008916008,8845.13276657812,0.792676104321779,31,10785.9979960159,8329.23007416901,9410.80207678068,10031.4615150674,3997.63725482625,2222.34371537492,1.10183363618616,41,32675.0900018924,16025.0257316376,36305.5218781498,74451.4354224392,-7912.46083920857,-6302.89232657728,2.19301364944252,20,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",NA,NA,NA,NA,NA,NA,NA,NA,18,243050.379565631,93153.2370749884,240033.854573447,403664.02732495,46084.6292005411,19437.4911762764,1.20658735860895,41,101967.875980527,53762.0694530578,122192.802968277,135230.088495575,129848.946044727,103805.564173771,NA,9,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",77,16582.9926098266,8832.09928769853,18413.6047099586,19141.8767254543,-3216.27163371414,-2941.3267697446,0.511657943410886,439,30141.8281519005,18353.803713248,32031.8551691281,31427.5532987273,-6346.85694758155,-1817.80432108369,1.32810999689103,214,39674.9675942654,24729.8780055559,38745.0982979385,45338.1096768525,-15414.8089766739,-8261.30714117541,0.354879589521167,24,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",18,16080.8776618472,18481.5978419683,9609.08420460838,19054.1611707249,4262.23805871905,2130.89008244528,1.01918149623951,49,68149.4443994029,26178.3200502819,78800.0099312207,113428.300616316,-6586.18070347426,-2044.71672110916,1.30951559244971,65,42440.4268740505,29661.6639362218,40372.6150653521,30548.9263737177,2672.64401777583,6012.01014388268,1.1,13,"2013",NA,NA,NA
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,38,20677.4402282805,9122.38718082399,25536.5146495451,24737.8007240109,1495.08990614021,4202.90454736885,1.22924467573228,47,10132.6801933643,9050.76826329191,7200.72862609202,9678.79248741098,5953.27374073777,6586.40315735106,0.721999083336407,15,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",58,7365966.44702197,5035911.65682677,7688264.48055549,6576065.33740016,1383182.81126914,671088.896876729,1.03059550665039,151,8712451.72281007,5537068.90567471,8678540.90798852,8334736.04609467,4698734.34642356,4856743.53833891,1.4964409871283,92,17317613.3661566,9899020.90296703,18753177.0174877,14049542.1237036,4664588.8483749,4040803.08868033,0.606969719932411,25,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
