"countryOnly","country","N_0-10","mean_0-10","median_0-10","sd_0-10","iqr_0-10","OPcov_0-10","OPcovNoWeights_0-10","indAlloc_0-10","N_+20","mean_+20","median_+20","sd_+20","iqr_+20","OPcov_+20","OPcovNoWeights_+20","indAlloc_+20","N_11-20","mean_11-20","median_11-20","sd_11-20","iqr_11-20","OPcov_11-20","OPcovNoWeights_11-20","indAlloc_11-20","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Mali","Mali2010",NA,NA,NA,NA,NA,NA,NA,NA,4,0.47753598270536,0.438863939599099,0.44633404121573,0.731474516500724,-0.296504214048301,-0.0601782253478933,1.62838037740055,8,0.178477995745729,0.194092670579123,0.118467054675151,0.176897053413032,0.0395607914556191,0.0525803946903134,0.430288264356754,1,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",4,0.123279011157005,0.1596443176035,0.129366877391377,0.207995297028927,0.0670652246875584,0.0357926894159057,0.986052136216699,15,0.258046527599099,0.179808652439674,0.246528980042811,0.322922384589647,0.019804917796112,0.0183821686550785,1.01734564739826,8,0.338817921692816,0.147116187822231,0.380234747582413,0.633792739072405,-0.157938431369902,-0.130709809795764,2.30143629494339,1,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",15,0.387085861603387,0.259653212238574,0.344599187009408,0.365678243287443,0.079888834858417,-0.106334640774177,0.965298637442284,66,0.265849415443723,0.141272174647128,0.235157981236482,0.253045412822627,-0.0418311814193706,-0.0683565369570504,0.565389535154056,41,0.395740902833235,0.296212258546652,0.323719969708318,0.39158466236851,0.176816810376806,0.042340808656249,0.336563425798788,10,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",70,0.43123594917304,0.534435645882983,0.258474546548536,0.301980102942306,-0.0960016198937676,-0.0196362855726071,0.880246718325383,691,0.554645378641778,0.54000599929987,0.35500963606059,0.567049785857777,-0.0743735714015356,-0.0874564090219956,1.17109734330517,290,0.556834456489952,0.600114371740353,0.268850123643418,0.488145724806523,-0.11211482017984,-0.0124496660954765,0.649861749426194,14,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",6,0.576065563025944,0.646362680473569,0.385897526568551,0.568440536338903,-0.213018509056157,-0.141234078388684,1.33333333333333,12,0.470759227608935,0.37767177045634,0.381391627982678,0.750318350538882,-0.202729303511612,-0.0986812137258409,0.946190180701846,36,0.318856429619355,0.290879200227423,0.198205234807723,0.17250439631492,0.0710268673032036,0.187398160519051,1.43385851507881,3,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",17,0.490454063885425,0.460826371360404,0.251787361867062,0.363356746086398,0.040388653569243,0.0350474575044341,0.559625052804408,7,0.421433114002452,0.514995540994748,0.287131880228961,0.556002074150895,-0.187456244444523,-0.183325336793055,0.520859288926759,48,0.536840139136515,0.405093586265114,0.406571167608055,0.457648546144121,-0.0353179900799257,-0.00302606984119624,0.996292586382529,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",4,0.197761485401236,0.179579397796868,0.0838123446113057,0.112704168698196,-0.030757041124076,-0.0331698996158601,1.5,3,0.724253478824633,0.720720595461948,0.241129555045763,0.346140883046849,-0.0708814781225656,-0.0314165479449737,2.01685762738002,11,0.769070524936356,0.778585060677799,0.390002068603675,0.677655677655678,-0.0753159989818803,-0.00325534352866408,1.07671722661457,2,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",10,0.263967124838919,0.28958454518192,0.143579387753335,0.141900639614105,0.0063367570237191,-0.00518768255084251,0.305202477515709,50,0.365204759488728,0.345866017579724,0.270002366021401,0.281398253648983,0.00018861009967969,0.0410697540891648,0.383170769080905,38,0.290097277681897,0.247793803339504,0.242322271622072,0.227217595213067,0.0218521515161975,-0.0739615933835296,0.46644055682413,5,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",63,0.39445997070673,0.415730634040491,0.268630301358245,0.458792770262589,0.111441535406332,0.089493914351999,0.399262147538067,47,0.239674145430669,0.165472387112267,0.175758409147848,0.232399388690779,-0.0336334466269541,-0.0911256447102253,1.03671785599886,136,0.369461641824924,0.386049510195437,0.226248153794778,0.307277618250523,0.00324805227888737,0.0234178951046274,1.55824225268005,2,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",13,-0.108417895037895,0.0127706880613663,0.482798258677214,0.403895919680605,0.127252029015221,0.114645081135739,0.868400889566994,11,0.186010162814811,0.163430107553527,0.186813774657963,0.377243766826852,-0.0821186484383295,-0.0803216924300129,0.454545454545455,9,0.234601074950164,0.113254851194183,0.629884459141498,0.218216351051915,0.00855878008642394,0.0156090846920453,1.72727272727273,2,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",23,0.40586255281151,0.362864352689319,0.230581343295166,0.376658860265418,-0.0625077523156779,-0.152678480805855,0.71452326254011,114,0.396457248148561,0.440588614093015,0.235076913259268,0.321797544195371,-0.0686170702758726,-0.101963240387064,2.89459868567119,97,0.484223639887006,0.459085949935591,0.259850465877028,0.28586387434555,-0.0600933501892708,-0.200341551529661,0.901050811462856,1,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,64,0.43092338778918,0.340391354078519,0.445293775389714,0.511800491866937,-0.0879711098367625,-0.127030543797425,2.13801179954168,10,0.285842364936875,0.285957976294678,0.0713288559666572,0.0213319570995874,0.0209661646455389,0.0152730395893024,2.61744873163197,10,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",101,0.50277770565543,0.338091811747244,0.596920603804129,0.842683496961196,-0.106338358725995,-0.0601148482800923,0.984385659080388,163,0.289661394353578,0.277824993676068,0.541879719894667,0.631178855918947,-0.00622669071899036,-0.00322292931718914,1.19179132573825,257,0.330675465438861,0.337216510294742,0.489055360933651,0.56044989282961,-0.0462818013080672,0.00547287261879753,1,28,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",10,0.385680343869723,0.0792362048146484,1.47297211645781,2.24912434325744,-1.27109870457327,-0.652182805318996,0.0798653372548548,140,0.144052091905407,0.0584955591140416,0.281049278424879,0.28364060182242,-0.037065042843425,0.0020803923974653,0.436016475595879,76,0.211954013329474,0.154669912558315,0.320579273683827,0.343983330439313,-0.0901400880011651,-0.114244384932916,0.476438125889626,9,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",NA,NA,NA,NA,NA,NA,NA,NA,23,0.202954903809326,0.071610096746441,0.273443673951876,0.274034150792028,-0.0345934397165383,-0.062479649616057,1.27363914132575,14,0.367571307434494,0.301232962315747,0.247057490701773,0.470677243339906,-0.14098826286966,-0.173051774726954,1.5139143631025,2,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",5,0.487642027748017,0.472982089167911,0.169132660401028,0.109473765352793,-0.0203395061527853,-0.0185169158104244,1.98101211353244,69,0.336124906547027,0.335638780719976,0.227494091561361,0.336492182804011,0.053334285457407,0.0154929201035705,0.664219687473527,13,0.397556047553255,0.417658957141735,0.20565517642256,0.382798939511148,-0.159852744688366,-0.141514587178543,1.03934755661568,0,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",28,0.282032831562144,0.212756584567381,0.18134580215028,0.223514451172928,0.0274362339012753,0.0245671434218858,0.553945806106113,315,0.395713193650157,0.375159927363812,0.223952563464799,0.289947089947089,-0.0693474648667213,-0.0436282073257406,0.996989627481714,211,0.343120325246459,0.267337459816495,0.248841436144058,0.35310318766646,0.0153047752331017,-0.0173579027145756,1.16666666666667,11,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",12,0.315535341568022,0.261758600530597,0.235052130803217,0.193032133568252,-0.0221174011078137,-0.0817286847450345,0.902450090803665,392,0.331702083040573,0.281516094103859,0.316406281759094,0.416662550597108,-0.0379599371170702,-0.0487235018186778,0.776324395802042,208,0.300916079696424,0.25145045389582,0.363141774566169,0.387702458765163,-0.0206380775261715,-0.0287739576023314,0.863469701382385,33,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",NA,NA,NA,NA,NA,NA,NA,NA,25,0.224284353372008,0.258530186917623,0.386742710954544,0.402868847957648,0.0953400055694494,0.083422162099,0.920607486875114,11,0.306112701258127,0.227863887481429,0.282902403802025,0.467769149528672,-0.227925106850704,-0.24115621509173,1.66970978292952,7,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",10,0.327061632046262,0.268402436963669,0.320762473548114,0.075628096073791,0.2410782992664,0.299396691563717,0.0813632875668261,57,0.343620916630063,0.24407202613015,0.399728405680516,0.460065765746253,-0.124425748936134,-0.222720712744213,0.488843997482836,48,0.386434581507478,0.397511271168049,0.316952299204894,0.433858663870827,0.137664243318496,0.143804122742806,0.708844644644517,8,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",117,0.510451645571797,0.550819409627125,0.348699301057426,0.452785253974954,0.0342668323455577,0.0812699067990115,0.974636087723517,151,0.480267211606468,0.393847052451593,0.274765379255213,0.337755599809458,0.0291768744937981,0.0566590470306679,2.09989764735936,240,0.474274719368807,0.466776566934879,0.309455429024576,0.512705656452973,0.0135646270195267,-0.0137807143707378,1.12351822002483,11,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",28,0.405361332937817,0.445987773895337,0.200145860774664,0.173566413558814,-0.0526410778379747,-0.0405258121806798,1.11756050596352,49,0.434072695063883,0.3806995033964,0.308257897142884,0.554022174289801,-0.180160527466562,-0.121992737110837,NA,64,0.300017210871956,0.255888014092515,0.236820731299772,0.306501547987616,-0.0377127187936691,-0.0157724654420983,1.56658537644295,4,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",11,0.736599725148914,0.907481830658385,0.361428899678951,0.71556291267967,0.102374037186659,0.0612250734862043,0.939178192294649,34,0.360169258449485,0.268332035378137,0.261678615979798,0.440559451883543,0.0572226935745375,0.110093942368583,0.705497223555122,30,0.35588393067063,0.232083070656166,0.308026384233823,0.45736081197609,-0.078174721317767,0.00473970988383714,0.636326436923692,5,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",NA,NA,NA,NA,NA,NA,NA,NA,11,0.364182508522405,0.414997136482754,0.336055132520838,0.279665195777558,0.160623419801188,0.205825672129718,0.375104995935037,15,0.422001210781031,0.317254395705543,0.328781982494038,0.567062094239184,-0.110801619727448,-0.0672374802875738,0.591068211685198,3,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",5,0.223151156089661,0.168744896307146,0.247740367129844,0.495034658783703,-0.052421238382489,0.00858834798271387,1.03716828959112,37,0.407047263040569,0.40509904934018,0.188443950204815,0.175092752355658,-0.00703258633172456,0.00862754314550384,1.69826466521946,16,0.458202712237666,0.331859562854007,0.348004165606222,0.461566882939402,-0.0877702377966652,0.0739367407037837,1.1967696983089,3,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",62,0.2558981246877,0.197829285516725,0.338716442212091,0.400579710144928,0.0254070220501124,0.0144088260301868,0.663744052412876,NA,NA,NA,NA,NA,NA,NA,NA,4,0.269467323770145,0.286872766714562,0.0609896147001951,0.0366049083549301,-0.00580181431480568,-0.00580181431480568,0.75,7,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",24,0.532513713592937,0.533858018474074,0.213772707590113,0.352152720016071,-0.0245910009067025,-0.00763214397949838,0.916943218508021,172,0.45801520309669,0.512828158005766,0.300626657263953,0.575453954234151,-0.0704504863870285,-0.0316955489611001,0.673231815635362,106,0.548649438677877,0.534611478816071,0.285333046033118,0.448440321659541,-0.0737991652985069,-0.0509710459276828,0.729832659823152,0,"2011","South Asia","Sri Lanka","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",3,0.603418116136444,0.671641791044776,0.16957878155074,0.327731092436975,-0.0843118904559253,-0.0972751120136845,2.4,12,0.625435670726721,0.634980478801724,0.269362586703815,0.466352189758779,-0.112683890095443,-0.100193123900241,1.15669517348891,6,0.464888750671353,0.547131521756958,0.261760484075296,0.474531350062153,-0.171185482529964,-0.179016380755583,2.81010100928001,0,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",2,0.919092970521542,0.919092970521542,0.143281319652675,0.202630385487528,0.00326823202399239,0.00326823202399239,0.96875,33,0.451973877951735,0.376100620661579,0.220752839060293,0.36019536019536,0.000280731617016778,0.000691509016765163,1.47584972549876,24,0.60746201503651,0.614976415283578,0.222076917944993,0.378941182482498,-0.0862107991951924,-0.0848324136630323,2,0,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",2,0.515312301630893,0.515312301630893,0.344509681287834,0.487210263646087,0.0298886075849003,0.0304506414778805,0.898635479225791,29,0.399573430827527,0.323006651538885,0.194876028427784,0.288090204369274,-0.0882363876660651,-0.0815500848186015,0.925528324552239,11,0.460535308373047,0.433348499304655,0.158847427217459,0.134764163746815,-0.0403540147686002,-0.0470719183443997,1.30868385055783,0,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",3,0.0204104028771022,0.00103199174406605,0.0313510376173551,0.0528446315322367,0.0127227283341623,0.0134636283566165,0.569039983340614,3,-27.2529676067297,-13.3740435324046,37.2452477490361,60.0080542318276,10.8300972729903,8.65005117367731,1.3330191024025,8,0.210265813699105,0.171433318230099,0.230310007316894,0.339793742736615,-0.108582817694805,-0.110793597117248,1.42857142857143,1,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",NA,NA,NA,NA,NA,NA,NA,NA,40,0.558119261630161,0.564425732920738,0.0981371914725602,0.115728715728715,-0.00631962833840014,-0.00643592537483688,0.513422318450284,28,0.667687745585586,0.587643665331509,0.246085324821211,0.263565891472868,-0.0379410583425656,-0.0425173243884025,1.64320992773993,3,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",21,0.366325072355961,0.480223072725374,0.264977613549893,0.456199806472039,0.0355521861676467,0.0327034135650622,0.664178255642971,200,0.520927539575602,0.508305418321849,0.302579962735062,0.327166514876349,-0.129560990513265,-0.073883712633205,2.99315376239673,48,1.04667246339032,0.682238777413803,0.900200098261119,2.02369281045753,0.055098745225158,-0.0437247491173307,0.902465999043941,1,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",22,0.574065369482589,0.727121581794399,0.374441999001246,0.70997779397064,0.133431672302603,0.0620567477074503,0.0809855811513737,11,0.591433703544613,0.466333792515093,0.335446528926053,0.655695350614236,-0.145344363613376,-0.107092896217119,0.545454545454546,26,0.460135375446881,0.411926256596777,0.292290006496386,0.481039750703047,-0.099471787900872,-0.117182573838596,0.878910372221119,0,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",14,0.177815199716137,0.140711418324365,0.181567919677917,0.361815031405675,0.126050028298896,0.104826969812968,0.4,51,0.300531363642355,0.2889616726579,0.153279256333078,0.189836543129956,-0.000510677585717359,0.0262295928147706,0.913271091019226,51,0.347029745166961,0.359795904259344,0.196323254676413,0.144135839902971,0.014697630618903,0.0385112862183344,1.46618733234575,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,61,0.499691172357203,0.512978195134284,0.201576198245904,0.297137073452863,0.0821467062009203,0.0461576499293511,0.204538871325558,36,0.490899305932988,0.482100041942901,0.182369128552947,0.332142857142857,0.00877440331030616,0.0262598648602208,1.01212480053113,1,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",37,0.36717420518986,0.200042463022764,0.379742947758773,0.606751132307931,0.0383146379467146,0.0260538485464694,0.978732332819303,157,0.418106996188432,0.361750115832565,0.291519063755175,0.3701386416538,0.0299849880894064,0.031870941184059,0.791882016638394,76,0.501061797736075,0.432820738257477,0.425273630446252,0.441225361514352,-0.0554076607713825,-0.00795054278808507,0.683624689475762,7,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",51,0.293636478386233,0.407717604033639,0.816397652853108,0.710138451085124,0.193570985381318,0.0714665625340943,1,125,0.320302706129088,0.22588299835298,0.342072736519036,0.459273989160525,-0.00732883605007595,-0.0629449372138119,2.55070601435297,95,0.389070008952558,0.318596594156868,0.303006503384616,0.347875725577351,-0.0723670918059219,-0.0816132486825633,0.950696285337237,10,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",23,0.472459448336456,0.420498670530467,0.356762303225993,0.690772364440162,-0.183355119342911,-0.130107720895717,1.13695990834122,42,0.260704344127689,0.151368036334629,0.279087153715932,0.425517508245203,-0.12818745311448,-0.102995731486858,1.16039359754935,15,0.023806975297162,0.0244516461582994,0.0102698679171585,0.00970355112550845,0.00140371585060068,-0.00396102184181163,1.32996920513109,38,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",32,0.531183542928216,0.582389921032943,0.188829378399817,0.226190476190476,-0.170015624225315,-0.0711971482329247,1,77,0.549266838893526,0.612141274614983,0.339332020762018,0.71061973378105,-0.0221517558153414,0.01202028903982,0.166274920138538,155,0.519809479832453,0.495888975994603,0.285013615181421,0.323576128885863,-0.0292145486988227,0.00625599323750065,3.366212351253,2,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",9,0.426810449178621,0.430994787801618,0.163340490518334,0.191455088595979,0.0545618596693521,0.14269263853272,0.607399132088695,144,0.47650081459666,0.449723748347425,0.306485201070209,0.366087460478677,-0.0393399581705569,-0.0317783062300621,1.02126583235275,43,0.327630884775335,0.285058316187385,0.227163383307663,0.269491359707647,0.0502769791167796,-0.0656018972427852,0.291862850127729,13,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",32,0.543435998577469,0.59828560225487,0.313389022550113,0.530701619600799,-0.0300826877069848,-0.0327178809014753,0.518174646248151,33,0.143206982690752,0.0450083153315735,0.231007432245039,0.254416217556444,0.145380932201431,0.0430429264065219,0.0625384014232422,36,0.473122550952773,0.467707242194825,0.262928143595572,0.366603274828805,-0.0746116783027508,-0.0945478809284511,0.502459310312387,3,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",NA,NA,NA,NA,NA,NA,NA,NA,36,0.389897469608665,0.408086523684646,0.217453825598573,0.252102101751693,-0.101152706405067,-0.0167050953274595,0.19802758376224,2,0.140794858550704,0.140794858550704,0.000403522022892094,0,-0.00020270001852414,-0.000223639502800224,1,18,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",71,0.426687405541653,0.390973759254504,0.256507500523173,0.253356716841518,0.060038013424018,0.0757197201014837,1.06646964640588,181,0.384760660394399,0.33908453553343,0.289594468237606,0.365660312817016,0.0186484306425609,-0.00454080646023831,6.32105648593739,379,0.362519809823314,0.29533331430759,0.302616829036734,0.401138716356107,0.0343981656118127,0.0310495724209819,0.966790628570295,23,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",14,0.249252305082811,0.235578660164474,0.226113520611555,0.309408284023669,-0.0902607459774274,-0.038087433940163,1.50747716134415,61,0.349014249999603,0.318540540429595,0.242224209838637,0.297835034701142,-0.0142803561396422,-0.032942604556124,0.687052010558801,39,0.297356584095283,0.165728939387147,0.317799609640128,0.438815789473684,0.061443944083705,0.020104487881308,0.741400343473523,2,"2013",NA,NA,NA
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,40,0.315391337831414,0.311697624380339,0.322008004544577,0.484159623774252,-0.0879456386967338,-0.0119039139741328,0.652835077472266,21,0.295896961436085,0.25790742583566,0.171697759776366,0.16147288487714,-0.0405879575208748,-0.0203485623766262,0.614536196128883,14,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",40,0.275604607370217,0.235323543802998,0.197312946714489,0.298034479722527,-0.041321316580968,-0.0441194508065847,1.40942251097038,73,0.220419326470467,0.209815309563099,0.164614583040125,0.158994419515488,-0.0313976972850375,-0.0405163520531688,2.78279318860029,98,0.230433976193702,0.173261670018775,0.21189969326641,0.25734760021884,0.0165589292669859,0.0117349512959282,1.5778370536014,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
