"countryOnly","country","N_Medium firms","mean_Medium firms","median_Medium firms","sd_Medium firms","iqr_Medium firms","OPcov_Medium firms","OPcovNoWeights_Medium firms","indAlloc_Medium firms","N_Small firms","mean_Small firms","median_Small firms","sd_Small firms","iqr_Small firms","OPcov_Small firms","OPcovNoWeights_Small firms","indAlloc_Small firms","outliersOut","N_Large firms","mean_Large firms","median_Large firms","sd_Large firms","iqr_Large firms","OPcov_Large firms","OPcovNoWeights_Large firms","indAlloc_Large firms","yearOnly","region","countryDes","incomeLevel"
"Mali","Mali2010",11,0.157578277106681,0.0910192900633973,0.165115555787748,0.31729055258467,0.014421676375759,-0.00158214062052324,0.791217934988638,25,0.140841294764574,0.0638614492926201,0.154589386965341,0.277272727272727,-0.0187543156831077,-0.0236359610358354,1.19150092968092,0,2,0.180640580066515,0.180640580066515,0.209058139537575,0.295652856258525,0.133499499327336,0.129781887606442,0.517110282270922,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",16,0.431265660055196,0.482612627713085,0.309103252787608,0.632611309173586,0.0439076366092407,0.0312198142040884,0.934382131912376,4,0.254470760962586,0.289966701697148,0.237245708812877,0.465972222222222,0.0155000692293171,0.0117225225839756,0.98819902377664,1,11,0.363512079527224,0.388937330612372,0.257172931972592,0.522508849332329,-0.0369692847703397,-0.0329135272663984,1.23033100702015,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",56,0.342430501476254,0.402424665350276,0.260761847521813,0.412903225806452,0.0163815842491145,0.0161937999201056,1,54,0.236545557844656,0.154885700026289,0.202649312956464,0.204166666666667,0.0325329090463971,-0.000299748906271419,0.393520768105286,1,24,0.405100025786188,0.361920205425763,0.359368719352951,0.409801324503311,-0.056952007705141,-0.0312698850005029,0.498387138811948,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",359,0.345589017029608,0.357142857142857,0.238272916649964,0.363636363636364,0.0271717477059806,0.0174702115141198,0.560812336896868,373,0.376503365363327,0.4,0.178835816102906,0.227272727272727,0.0131917556890546,0.00989013368918249,0.872204742520217,5,347,0.44173687612996,0.461451365872598,0.221314572968117,0.3,0.0336746650477733,-0.0238039145395832,0.927908411281688,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",24,0.386365004066668,0.409940259089608,0.198334092088423,0.258887263380863,-0.00913829137239721,-0.0193964404341488,1.32045259116986,28,0.370434890765145,0.428381508404424,0.236071114942942,0.308563340410474,-0.0116010111574672,-0.0076466859947268,0.959480358799876,9,4,0.0341045491343065,0.042893476404879,0.0414300236774216,0.0614634146341463,0.027659602327589,0.013457178608263,0.0968104093509834,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",36,0.404233654176779,0.416403285492432,0.220769358205394,0.187539482146949,-0.00384411249074967,0.000544385565510079,1.3797631789286,45,0.373539320291438,0.377583301202894,0.216693769182277,0.295549581839904,0.0394043282145361,0.024269073841187,0.832313791966203,0,9,0.216852134471506,0.125044877012959,0.172850810427155,0.275869565217391,0.0497562735638047,0.0264981827338731,0.814673623812294,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",3,0.523107820009343,0.516766466387538,0.0292279235772494,0.0454545454545455,-0.00345046548244359,-0.00356387798248263,1.13920871420289,17,0.365388944135715,0.392113668908124,0.194428928304599,0.224561403508772,-0.0443552053358595,-0.0457364960063166,0.909289981868939,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",47,0.401156139118968,0.418113612540406,0.289168768165449,0.546666666666667,0.0197507734131818,0.00457853521579525,1.34077921124677,26,0.254226887922653,0.203882212320468,0.236124487946745,0.367299585568794,0.00641381797767574,0.0043212184490665,1.9789015451131,1,56,0.307088647148919,0.234070441731282,0.24760644530061,0.382846057068742,-0.0866897281055077,-0.080804819239776,0.612286871740758,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",65,0.315941621402149,0.35162825003359,0.21095043222906,0.375,-0.031332241119672,-0.0266171906481577,1.1915017221591,138,0.301113726004267,0.277777777777778,0.201418027096741,0.28,-0.00466577339456456,0.00147470213647593,0.875,0,63,0.176529071351393,0.0685749233539914,0.227952308970475,0.25,-0.0959161130474142,-0.0743500584861017,0.793196620755751,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",19,0.456565686416357,0.5,0.419659902351087,0.515040476685129,-0.00566436161825578,-0.0105439547149227,0.581534725544509,29,0.511062530095938,0.208900732775525,0.689465941465887,0.61,-0.0560165559203856,-0.0525435100031936,2.36268864730856,2,4,0.285329388413715,0.302470390553492,0.284500226131928,0.538461537128205,-0.161572294695407,-0.155530617923117,1.21429412775269,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",100,0.481115760468241,0.5,0.190929111667283,0.235449735449736,0.0174708778051133,0.00228430321751896,0.357142857142857,97,0.476430001517529,0.481043432495327,0.192872189852044,0.222222222222223,0.00138812748108608,0.00735965119017621,0.941169693412731,1,41,0.437026620207058,0.444910299269481,0.18219795629364,0.275555555555555,0.0577719060052456,0.0592553899789007,0.316190990393474,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",38,0.4336944469066,0.4925890903013,0.180939670005405,0.216981132075472,0.0223314587521916,0.023401091850224,1.16949893020043,44,0.274937992999773,0.256760209971692,0.222167725266265,0.351851851851852,-0.0229380627868512,-0.00901015402199007,1,0,18,0.407436751692152,0.406704151742033,0.283046791445122,0.453787878787879,0.00700035147161067,-0.0210518228854227,1.75586863150163,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",137,0.213496669971937,0.141204187005774,0.244404816440852,0.296727272727273,0.0266798783650857,-0.0225630631365161,0.86263446150489,404,0.319723243347749,0.25,0.293528304865741,0.425,-0.0141062970638508,-0.0118563149625996,1.5,34,48,0.161974798954456,0.138353788240321,0.190394990940773,0.196,0.215218432401241,0.189919236036478,1.0170148950223,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",116,0.230401729426029,0.113606620695156,0.279858370972032,0.28,0.0143221231872506,0.0238508220652517,0.849771769597678,147,0.210902848205569,0.143612871019949,0.220721947660937,0.25,-0.0105030719554093,-0.00501118384204799,0.8,9,62,0.334411627057679,0.215306646738107,0.439305428826837,0.428953771289538,-0.192098609956207,-0.0978080651534046,1.81722989538599,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",17,0.119964954368583,0.0830084990687989,0.138032428275915,0.215995219451929,0.015896062784071,0.0117769419846792,0.619551721136682,18,0.245829059262006,0.180893282390583,0.175402031552655,0.2,-0.00103454076838069,-0.0162678043383735,0.923367262005809,1,8,0.0685633914232494,0.0849136576744094,0.0643491093782391,0.094,0.0112995674333665,0.00819368425783661,0.805970149253731,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",38,0.362420737115166,0.318226916517418,0.192309841751507,0.274127820880105,0.00309389904897877,0.00321439827774903,0.952622724234451,23,0.38356413255579,0.35,0.177249605848426,0.25,0.0289020417093642,0.0106564248244802,0.912659008208317,0,30,0.346841898808181,0.332872659826921,0.210386926226701,0.216931216931217,-0.0303778737689127,0.0029751771883162,1.02360801948472,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",235,0.471178749431309,0.442430918297296,0.186596699739585,0.253846153846154,0.0006796618599694,-0.00163838821492368,1.16666666666667,184,0.392729558429761,0.416666666666667,0.200652191721687,0.25,-0.00477349137213692,-0.0010620540419082,0.833333333333333,1,192,0.400320807736697,0.4,0.188714887313119,0.300959242811037,0.0231416071457965,0.00274664588911634,1.3,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",329,0.515332284418683,0.5,0.297033334571411,0.448230668414154,0.0177967168557055,0.00970698363426737,1.33333333333333,189,0.37390800656472,0.333333333333333,0.281625982856672,0.437009337210967,0.00627425787422678,0.00932160360544839,0.8,17,198,0.454103596624471,0.470651522860587,0.282200922522707,0.412831302656424,-0.0409071480919412,-0.0639643823316685,0.989453491034338,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",16,0.471726187718624,0.32905307747774,0.544033424701753,0.657520467420136,0.0739154316923024,0.0704166268652226,0.531978210287387,25,0.347812709249852,0.245569260806037,0.285714229325743,0.312820512820513,-0.00419863621361701,-0.0184702614371046,1.00481038996082,2,3,0.443470376102842,0.425628426658249,0.505425657514007,0.903703703703704,-0.0541648606482894,-0.0463770187710469,0.93960172622792,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",48,0.357498996940507,0.345649836144537,0.26628558689478,0.4258703650531,-0.0447201112350014,-0.0330770950660007,1.23324100507267,51,0.275605583199078,0.183290427925889,0.265297387093513,0.364239906895671,-0.0211444494412622,-0.00970349966319952,1.65962173836039,1,34,0.398956064763683,0.254158882699519,0.346656244580711,0.363725279473275,0.0454102789088114,0.0343180236372659,0.94267992432128,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",285,0.415624158654614,0.4,0.216346373725333,0.28858730394868,-0.00209827082228874,0.00344826693005237,1.15273046619367,269,0.446921741567326,0.464620098076838,0.275029949584618,0.50327868852459,-0.0209052679213224,-0.00372248850345957,1,0,141,0.376902209498631,0.294246220731786,0.218230932880198,0.246536796536797,0.0564099541387909,0.0425338434548394,0.729982588738215,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",44,0.379450225403724,0.342084987815151,0.236390101341986,0.374245472837022,0.0182337323112434,0.0112959278385023,0.547044271671404,103,0.297352114454012,0.307162670115558,0.208016226143824,0.379861111111111,0.0214498446717716,0.00807385031285517,1,0,15,0.424908614244657,0.408986852125164,0.299377112889669,0.58260516155253,0.0210514537037362,0.0314573468060324,0.940632205503503,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",28,0.290097904768298,0.287327045963392,0.206365850033237,0.441543030175488,-0.0140471836566905,-0.00456578408322592,0.98831089017838,48,0.374111535072152,0.373141006988245,0.221449758772027,0.33070263620235,-0.00891793357886365,-0.0208749197264547,0.689142093817387,1,12,0.554401778805349,0.574110483415832,0.133450987236879,0.223541682571013,-0.0306993458392649,-0.0256554214500957,0.940564832724941,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",13,0.0168241701002902,0.0105743593898926,0.0184453257475912,0.0116066272953701,-0.0029474790012472,-0.000682426533980581,1.40344068415848,14,0.0337368318618437,0.0192858830299938,0.0381857340295405,0.025175355450237,0.00069139166298635,0.0013058694718364,1,5,8,0.0189291886492398,0.0115646536550883,0.017914045339737,0.0246515600029064,0.00744127451389451,0.0104387185343198,0.258378512600039,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",19,0.177008380715875,0.0681583482663737,0.198324751596617,0.426666666666667,0.00157428120408001,0.0206689784148897,1.35229223059889,35,0.415738409669289,0.475853049359229,0.151430852052693,0.23375186964286,0.00899013333478789,0.00893743431885488,0.828896783073017,0,14,0.395043008853932,0.454774692222194,0.260172371375802,0.564696775,0.0495712739209912,0.0461956890219829,0.419298834131921,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",11,0.139187270853409,0.125206676721573,0.118218057582019,0.112,-0.0103822005654934,-0.0115820643117743,1.1701591697093,60,0.209516340493366,0.164674138526122,0.181786199802454,0.2375,-0.00743249149126886,-0.00777853936817535,1.42857142857143,1,3,0.0458252370017076,0.00675675675675676,0.0735976960334642,0.130718954248366,0.000319851547721336,0.000319851547721336,1.37833333333333,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",87,0.365527570716939,0.416666666666667,0.233506799429456,0.360022598870057,-0.0034602598565108,0.0101740384858505,1.07261854935878,166,0.4021726792525,0.4,0.245635457470313,0.355555555555556,0.00152774147005478,0.00324274823443848,0.945116496747993,0,58,0.353002326527055,0.271168728884694,0.249457545725033,0.354761904761904,0.0102656914035283,-0.0491653575897834,0.258828549972693,"2011","South Asia","Sri Lanka","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",7,0.443820871500462,0.44714635706627,0.17504757889123,0.2,0.0382434967624283,0.0362929216630472,NA,12,0.494970086051641,0.5,0.0666071829058837,0.11,0.0216949776188368,0.0224298298689725,0.392857142857143,0,5,0.422049058206011,0.41958041958042,0.0566130265609513,0.0444444444444444,0.00192175670363436,0.00192175670363436,1,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",19,0.53887019246468,0.558049886405062,0.112152853290688,0.145245080500894,-0.00350567830197638,-0.00123738054480194,0.892638036495741,39,0.457737926942087,0.458333333333333,0.0942257660932623,0.1,0.00338853044775985,0.00338853044775985,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",14,0.324432287196777,0.330311355057544,0.0539569653588707,0.05588235,-0.00161826183134475,-0.00359162294042715,0.936190984454502,29,0.341453078693356,0.327699774561544,0.117965538050248,0.129166666666667,-0.0112516461556195,-0.00880658717099791,1.20052689355131,2,2,0.244158741042502,0.244158741042502,0.179126825582964,0.253323586124268,-0.0592273426578519,-0.0631952843329276,2.10417196950406,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",9,0.0950801781128311,0.00104807675573942,0.140216865203972,0.199966666666667,-0.0175722110617608,-0.014264038448612,1.01085028667278,2,0.198109209842345,0.198109209842345,0.238396000514322,0.337142857142857,0.0429340001775521,0.0437037037037037,0.805766482609046,2,2,0.00405873483627496,0.00405873483627496,0.00424264068711928,0.006,-0.00133873695695429,-0.00128571428571429,1.65198295759793,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",32,0.43429657277135,0.442801080987839,0.0760030136570972,0.066666666666667,0.000960099182626874,0.000960099182626873,0.984615384615384,36,0.403190765448398,0.4,0.0646650132095996,0.062717770034844,0.00914876520097779,0.00964123668156758,0.585421459903458,5,2,0.560767590618337,0.560767590618337,0.388984114170851,0.550106609808102,0.0305614783226724,0.0305614783226724,0.9,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",151,0.442313333457665,0.4,0.255491134670342,0.231438127090301,-0.011053847421346,0.0131110603057338,1.08005494769503,85,0.332683437962078,0.338299211125459,0.181252105340809,0.220551378446116,0.0273066229951216,0.0154859031289739,1.18850724575898,0,72,0.446720390134759,0.459281021915979,0.214310443706186,0.316883116883116,-0.269232063987831,-0.196411788507606,1.31086875627017,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",20,0.299905491195798,0.2375157395043,0.259667874511872,0.296951817406132,-0.0146466278729077,-0.0114107413824305,1.01211441884897,34,0.37174683395415,0.286422592333163,0.282828204840326,0.499277456647399,-0.00157611273877214,-0.00662316263049531,0.797979251379435,0,9,0.442291781544269,0.341104327557238,0.338788513454582,0.406406070983386,-0.127768957593598,-0.0754520548027386,1.62586412559225,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",42,0.367530152583613,0.383563621404183,0.173733623834679,0.200459770114942,0.00648961185118647,0.000109246710287909,0.722519392304418,77,0.29497729085553,0.3,0.174950661836364,0.319128787878787,-0.0127321920780225,0.00267199536792462,1.05473422937966,3,31,0.420151746147011,0.421637338380104,0.191225646812202,0.300833333333333,0.0570741098702188,0.073542548064571,0.179515243199651,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",23,0.352657420653259,0.4,0.0929937948562948,0.1,0.0186397679094007,0.0219378690763312,0.532121755387756,46,0.344723483313981,0.357704737709339,0.105532091164963,0.125,-0.0137467834129391,-0.0109569639068051,1.11111111111111,0,37,0.369923205402117,0.381957299714952,0.133219039712997,0.219466332378223,-0.00587382428348041,0.00294585463791395,1.44394007765108,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",129,0.451696892089966,0.444606105700751,0.246714874658305,0.36399840700916,-0.0268715835980846,-0.0298941687659289,0.985117057783606,59,0.46424217972194,0.515303759008471,0.250651718814369,0.352981221820023,-0.00521061745534866,0.0043113235865798,0.917353113837064,0,109,0.352697788628313,0.389976421373871,0.280201009470695,0.531428571428572,0.0568135809787937,0.03739341923847,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",159,0.301542793912888,0.283097092865477,0.247595822850365,0.378333333333333,0.00312869129209021,-0.00541069053975796,0.426829268292683,136,0.272446457688457,0.2,0.23675433862762,0.255,0.00163833392064548,0.0062929161641434,1,0,105,0.309311664978666,0.303231096229935,0.256995382671059,0.49927535228238,0.0776668356081965,-0.0115291062610085,0.120803155277384,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",8,0.15532318739302,0.158554647934427,0.00926515475902772,0.00981735159817354,0.00220764338654341,0.007004436430359,0.74439896231018,93,0.206590061361145,0.156555462876375,0.199224728949527,0.37,0.00101214413391446,-0.00592002424330244,1,42,14,0.112047426822109,0.0504268059043528,0.14125731642512,0.13,0.0396240378963301,0.0405341506448251,0.120242233681286,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",135,0.0222950929415547,0.0177576405454796,0.0180050645743612,0.0233333333333333,-0.00265037585364429,-0.000655851444698716,1.05744460859273,214,0.0590271518995075,0.06,0.0442700843896471,0.0744665718349929,-0.000611605317079449,-0.00219412664388485,0.885021000478309,29,59,0.0327097998519514,0.0290957867638829,0.0350870263493906,0.0403331224963103,0.00245563686334961,0.00184693482866078,0.8125,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",83,0.445456443907268,0.4,0.246134743024389,0.364285714285714,0.00758624235451587,0.00166330097073881,0.64244703128747,84,0.307550445912052,0.250129772410035,0.216931945524128,0.346153846153846,0.0371918971371346,0.0147114805569424,0.820551006897272,2,58,0.453263634943902,0.450609080849184,0.230701337355913,0.304647160068847,-0.0261540193662292,-0.0377544153527776,1.24691611590694,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",38,0.35217390771019,0.369220379267815,0.261488882480795,0.483720930232558,0.055536089364838,0.00363126941081074,0.856870123029144,34,0.353645250930258,0.366590400407753,0.2955471257147,0.54690833745981,-0.0296333095887167,0.031253576040463,1.27364693290802,1,36,0.43763458524511,0.473541836048839,0.226843562668021,0.176190476190476,0.0496454438658286,0.0498081460973013,0.818594602976679,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",22,0.526616060986744,0.621608088056224,0.252013186328889,0.400123621473731,0.020721715245796,0.00321140396812819,0.869141582661028,20,0.281935440936922,0.198177354112649,0.30607764382817,0.610095693056911,0.0316602848471624,-0.0116150370982881,1.00207411711105,2,13,0.38481172725427,0.413262093729984,0.15395419622068,0.224257821428571,0.00997184236087491,0.000234943464856323,2.0654750271594,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",279,0.545800602415064,0.583239398081405,0.312468815228001,0.442307692307692,-0.0132648343179035,0.00665471122839549,1.25381310811082,110,0.49249679848667,0.521186544925808,0.242324146131643,0.35,-0.0143999043141633,-0.0115280256459589,1.09090909090909,5,291,0.509090663314179,0.529649926592142,0.242251915574196,0.315343915343916,-0.0352855675218623,-0.0382897631059912,1.05318791149546,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",40,0.437320456382539,0.498725039327121,0.206689037970196,0.365384615384615,-0.0243204057437534,-0.00165641456811708,1.13485932766163,71,0.357327785554578,0.367354407946834,0.190980040863581,0.333333333333333,0.00749631733304195,-4.74866148296971e-05,0.79156068018075,2,15,0.382511174842608,0.373408051424334,0.247326229494241,0.475345295238095,-0.0261413973940966,-0.0290433356401577,1.32706989470588,"2013",NA,NA,NA
"Yemen","Yemen2013",29,0.551150127562428,0.72025455863116,0.304800975077893,0.394444444444444,-0.00376208724407762,0.0167357086079765,0.920106318799886,39,0.335443945463461,0.333333333333333,0.231655756947223,0.43125,0.013936984044824,0.0192174777221129,0.868588232213757,7,6,0.430825498904907,0.491315451964882,0.442311733059431,0.880576134414794,-0.0102263966282503,0.0233229159972998,1.01183681951092,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",102,0.182602213304747,0.167544065045821,0.127462382580813,0.18,-0.00399616704238774,-0.00583736576931936,0.82609014360273,137,0.210190691010484,0.174409604821171,0.136843829709079,0.228,-0.01323451489891,-0.00719606241402133,1.5,0,23,0.309998479380816,0.327063333674391,0.153491952268896,0.136711006258633,0.0395454547087517,0.0437816277294158,0.397000346784132,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
