"countryOnly","country","N_Foreign Ownership","mean_Foreign Ownership","median_Foreign Ownership","sd_Foreign Ownership","iqr_Foreign Ownership","OPcov_Foreign Ownership","OPcovNoWeights_Foreign Ownership","indAlloc_Foreign Ownership","outliersOut","N_Local Ownership","mean_Local Ownership","median_Local Ownership","sd_Local Ownership","iqr_Local Ownership","OPcov_Local Ownership","OPcovNoWeights_Local Ownership","indAlloc_Local Ownership","yearOnly","region","countryDes","incomeLevel"
"SriLanka","SriLanka2011",297,0.499536679884009,0.533338406216306,0.289709332566076,0.481327399380805,-0.134000741878827,-0.056690351905597,0.541382080551488,0,5,0.416205671340047,0.240891519605562,0.365075925206085,0.541632547758589,0.23655552530534,0.133164973002232,0.477956549997143,"2011","South Asia","Sri Lanka","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",16,0.581045026541921,0.632821709896981,0.270165301322783,0.351015406162465,-0.132427322717987,-0.136761942213926,0.923905731214735,0,5,0.533270535150526,0.551133675849271,0.213362467100865,0.175540690524042,-0.0588858800799798,-0.0568054101890768,0.723334748211293,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",56,0.519631707167664,0.476532282239887,0.235983408243294,0.417314897413024,-0.0749975485614989,-0.0748978414511578,1.66666666666667,0,3,0.678830688597502,0.697401262663339,0.321177620672621,0.665551839464883,-0.0155384520678545,-0.0211227904020254,7.8518513481967,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",40,0.426888569372138,0.34521454309635,0.191248620007797,0.267785657581243,-0.0985278174309685,-0.0928595750315434,1.4045174525834,0,2,0.346540620690264,0.346540620690264,0.149919034224141,0.212017531457656,0.0939032983345725,0.0853959501704447,0.494867810782873,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",7,0.0318678531668639,0.00622773923800962,0.060164874892848,0.0511741431581111,-0.0115426639508769,-0.0143807062803218,1.00631660190851,3,5,0.236000400285268,0.155826645821692,0.262068504038871,0.341433761680592,0.0252646529253854,0.0212606250291817,0.843085675548078,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",65,0.574913153063814,0.568171363475139,0.128519451056867,0.13086913086913,-0.00846370373807391,-0.0110018332027042,0.729772988320649,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",212,0.500479805708538,0.519852498310048,0.216549124082313,0.29888132326091,-0.0905442356623335,-0.0751812294095134,1.69806671518643,3,55,0.379330360405363,0.355672194936513,0.221759273170479,0.333449817950211,-0.0028087306905862,-0.0040176596150182,1.50688028566653,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",57,0.541422343029716,0.48549684182027,0.33271348193254,0.643297939386459,-0.0827042650274867,-0.0971946606990465,0.413946290852281,0,2,0.213300784899621,0.213300784899621,0.083951863544625,0.118725864011304,-0.0255389535307961,-0.0244435602376214,1.52269038224322,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",114,0.301624258960568,0.300741275366605,0.191384219268719,0.251728563739493,0.0290352456937084,0.0221439209698878,0.772430523236347,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",95,0.49507554630014,0.502037163984783,0.192289272861996,0.307746109459696,0.0646127377164663,0.0453255761786527,0.260046668167679,1,2,0.514841350533579,0.514841350533579,0.0119106952310011,0,0.00601427473998234,0.00579394990460461,0.325014857965451,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",249,0.417558337159539,0.35207471201979,0.374183740685279,0.463803922933268,0.0315214588535075,0.0225801468329976,0.572853101920763,5,23,0.494570736805999,0.436278437879941,0.230356690793743,0.361441349766271,-0.0494435430145709,-0.0131113033272784,0.930562810217682,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",270,0.334710682244128,0.290762487336649,0.46663209404586,0.532679738562091,0.00196059629149334,-0.0715938416358284,1.5,11,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",92,0.188069844253715,0.0294527917044531,0.315349807834091,0.393119316986676,-0.0682728546380185,-0.0817484329542649,1.8,8,18,0.0823526013271403,0.088057444758166,0.0923369685477259,0.0966682067867963,-0.00710301650847182,-0.0175099723178371,0.397907434721298,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",259,0.532191127736822,0.5893875497819,0.285530465671337,0.325094577553594,-0.0325256943431637,-0.00011887592351465,1.18871298291457,2,5,0.366093480190322,0.33861130444797,0.546805769432513,0.991583354695377,-0.32808399084764,-0.286464957085972,0.362829460574611,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",187,0.435613194763334,0.407229816577122,0.283030732358542,0.345318803616972,-0.0343414852657476,-0.0751623257610583,0.823103312273537,12,10,0.315193649497847,0.272020107431388,0.128238779083553,0.114053243594326,0.0087558547966963,0.0037218764292392,0.908706605687,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",102,0.472085959598266,0.396780933671104,0.312130552499818,0.577324733522426,-0.0837039574935264,-0.0636721979008343,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",46,0.267681834986232,0.269901720020743,0.322953856204414,0.385250962980388,0.00120396247131423,0.00116755857133914,1.31397819204594,5,5,0.234292622825463,0.128098730178475,0.196657154234249,0.327160022980592,0.101958382125529,0.118934777002391,0.297549310834137,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",551,0.37778662962077,0.309552578872533,0.297470049415577,0.388888888888888,0.00372980928767546,-0.00325030085861303,2.5,21,82,0.335151758211459,0.302258067961563,0.281184638184323,0.364724245577524,0.107727753634119,0.0990206266693916,1.51904939112185,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",109,0.314180246298866,0.238783925326611,0.268217878979395,0.350296424662532,-0.00288650491694996,-0.0292591164866437,1.42857142857143,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA
"Yemen","Yemen2013",71,0.304292466672983,0.216700001956246,0.314952973171978,0.45064240804301,-0.0699690578480618,0.00964661281221063,1.9208080426967,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",168,0.255289045831713,0.210299938451132,0.200160632706001,0.270990466870071,-0.0229296915832976,-0.0312542490197239,1.40731083527484,1,43,0.146024503693622,0.122299021061027,0.126906654328866,0.185087350966461,0.00789527539141108,-0.00679271113746369,1.0704448517894,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
