"countryOnly","country","N_Foreign Ownership","mean_Foreign Ownership","median_Foreign Ownership","sd_Foreign Ownership","iqr_Foreign Ownership","OPcov_Foreign Ownership","OPcovNoWeights_Foreign Ownership","indAlloc_Foreign Ownership","outliersOut","N_Local Ownership","mean_Local Ownership","median_Local Ownership","sd_Local Ownership","iqr_Local Ownership","OPcov_Local Ownership","OPcovNoWeights_Local Ownership","indAlloc_Local Ownership","yearOnly","region","countryDes","incomeLevel"
"SriLanka","SriLanka2011",284,0.961094646528083,0.721189406587014,1.03260459078492,1.08239995730879,-0.253590313662047,-0.159393009806365,0.826538890657233,14,4,0.34455827784459,0.291436965519082,0.178404044418905,0.243901664705422,-0.101354888757222,-0.0502042522535101,4.50225823685185,"2011","South Asia","Sri Lanka","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",16,1.016271206952,1.0711904603235,0.326533448538956,0.422222222222222,-0.187575900276699,-0.173717154553913,1.06698564048848,0,5,0.996298878636971,0.977202496092376,0.327380902459449,0.528833026411105,-0.159560711555223,-0.110883650313547,9.06579551091488,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",56,1.31508961057612,1.16993463825037,0.630695172267883,0.792701402249511,0.0773736440071391,0.0774990914543858,1.15755627527299,0,3,1.02737640288354,0.930732976881688,0.75789287862153,1.49163074291096,-0.46848895464562,-0.484605252798648,1.57037026963934,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",39,0.631309694778867,0.583952794178496,0.316254956325835,0.39391507706018,-0.0812385574590909,-0.091067203014517,1.54510081105859,1,2,0.593905501880079,0.593905501880079,0.217340611098481,0.307366039869928,-0.13613348264828,-0.123800210503165,4.59520110012668,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",6,0.00137812864541038,0.000239194937068073,0.00268029446328289,0.00105596620908131,0.000189414446008483,8.87276461736476e-05,0.594471481757762,4,5,0.259809022719517,0.246427486545058,0.284641543421029,0.327186252075201,0.0789288338180084,0.123094555122958,0.590159972883654,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",64,0.907561425747847,0.87838338136702,0.290870010066409,0.271074092650854,0.068661748845957,0.0622257186278248,0.733224093535779,7,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",212,0.658413608254492,0.617358418423957,0.545759428788204,0.526937997842206,0.0312766074682641,0.161251618818948,0.842105263157895,3,55,0.957232101239383,1.00697234165971,0.615464509257798,0.893643754619365,0.0132679674713449,-0.00226848507839442,0.465595167025687,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",51,0.767985036038218,0.387588481481272,1.02439899395121,0.67409124579164,-0.178962014720912,-0.141663232130348,0.661925392728269,6,2,0.453389466017052,0.453389466017052,0.139638002348448,0.197477956743861,0.0424792053748108,0.040657226388442,0.634454325934676,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",117,0.624319350360577,0.528057565359798,0.630155519887645,0.729268894896678,0.312294996293621,0.226454475276416,0.229626401403221,2,3,0.971513902182645,0.777156227846117,1.04536917258883,1.6133949256082,-0.02381421446853,-0.0210370461351452,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",93,0.662062193404158,0.690738697426877,0.294182127592,0.332422382509744,0.0265613709991698,0.0852715945607937,1.14771787484342,3,2,0.691530556802009,0.691530556802009,0.0367554744476932,0,0.0165581398365042,0.0167677711146405,0.350529760241671,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",238,1.42947316142731,0.944979953968153,1.50465913710497,1.46407355932993,-0.0602534730574635,0.176283814270979,1.07636766962435,17,22,0.402745352952646,0.134422182349805,0.574817758439139,0.664335664335664,-0.00721063495102719,0.0773802711853163,0.40119992641361,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",254,0.485944160275651,0.260647239109696,0.538013842430527,0.60627868168544,-0.0329987589001368,-0.0789630413539714,0.909736308960202,32,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",95,0.302310147694726,0.204821483810222,0.38882605050451,0.409022334501107,-0.0715451781463134,-0.075215942588527,1.16142572744842,17,16,0.0357570144611928,0.02246199710056,0.0514081740251041,0.033112582781457,-0.00748333661396023,-0.0212478311537595,0.324186046411188,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",256,0.0806596118310419,0.0555412113695349,0.0773150371289866,0.104728299223712,-0.0305799549939948,-0.0190855067386077,1.63583887609996,6,5,0.089616204427106,0.0432020355678426,0.171614113082545,0.331709817995386,-0.0880530835558525,-0.0628263918737525,0.362829460574611,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",190,0.799343885780721,0.470047088304373,0.849562707685878,0.979826205670914,0.203536706555319,0.0524986990637435,0.7,11,10,0.918457258363395,0.784544237263077,0.585433488379778,1.206662728275,-0.0339009074365986,-0.0172089926689621,1.24807860183979,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",98,0.964493499207477,0.500856999216521,1.31416425465843,1.40350877192982,0.188258668120857,0.0411840310904768,2.2,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Venezuela","Venezuela2010",48,0.907217718590995,0.640998331914317,1.39109590031724,1.83616101620159,-0.112313818882493,-0.395481289937192,0.630041106976538,3,5,1.01278914938616,1.03054130831747,0.191297735619294,0.221251268996642,0.106654797846418,0.155600752554172,0.197497480035169,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",538,1.90379814354029,1.35724950759127,2.00110355240647,2.32693607947158,-0.196584351073107,-0.14734701492804,0.975506684457234,35,82,1.869884955628,1.57881292171577,2.06918732837379,2.66020971744177,-0.29486621134288,-0.00172935422518485,1.28688569735914,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",106,0.853134183191939,0.577597460532517,0.789700383339171,1.17113359057253,0.0832400186466977,0.0641893284605712,1.10873746123386,10,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA
"Yemen","Yemen2013",69,0.567160533239576,0.474561204787911,0.684600192529458,0.925671321160043,-0.170341605256045,-0.0186557895195235,1.88583783295651,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",172,0.308587351363824,0.230559041944946,0.272272573993767,0.342072572106587,0.0842754920711227,0.0673955160150889,1.22845527711043,1,43,0.318219399051633,0.199786296263171,0.304424347195593,0.437504731622379,0.0815558395776754,0.0524207707588532,0.323989266032482,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
