"countryOnly","country","N_0-25%","mean_0-25%","median_0-25%","sd_0-25%","iqr_0-25%","OPcov_0-25%","OPcovNoWeights_0-25%","indAlloc_0-25%","N_+75%","mean_+75%","median_+75%","sd_+75%","iqr_+75%","OPcov_+75%","OPcovNoWeights_+75%","indAlloc_+75%","outliersOut","N_51-75%","mean_51-75%","median_51-75%","sd_51-75%","iqr_51-75%","OPcov_51-75%","OPcovNoWeights_51-75%","indAlloc_51-75%","N_26-50%","mean_26-50%","median_26-50%","sd_26-50%","iqr_26-50%","OPcov_26-50%","OPcovNoWeights_26-50%","indAlloc_26-50%","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"India","India2014",6096,0.136015321344522,0.114285714285714,0.100679037102839,0.133974358974359,0.00409207754098765,0.00911628482626755,0.833333333333333,344,0.0904918012359675,0.0638080604267192,0.079049652259417,0.093,0.0127987872203831,0.00943486693796475,1.08649921671606,34,91,0.10503273337783,0.0719461660075721,0.10072203072936,0.107875,-0.0155367064977585,0.00754409732751174,1.68147214466184,250,0.110634632030625,0.0968425245012574,0.0785716488461337,0.0948148148148147,0.0159155619120137,-0.00124032456918867,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",788,0.334657881310716,0.308336996605057,0.205306554479951,0.310985915492958,-0.0765233535205696,-0.146532666778603,1,72,0.272851471968971,0.24,0.236656076567639,0.418666666666667,0.102017097463049,0.0657920587562495,0.309045115871592,1,13,0.137740305629218,0.12262851244006,0.0777538841038782,0.118814498933902,-0.0257441578267035,0.0246953020864349,2.03517759518981,40,0.234323138562741,0.260541678736497,0.144387432970793,0.186,-0.0883248636300774,-0.0584800782140937,2.36530604805675,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",457,0.239157401683184,0.198823729524938,0.17965968537246,0.216273996509599,0.0152287569798937,0.0316931161357803,0.902459881092055,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,14,0.182993277795912,0.161677538920338,0.128456668516168,0.1375,0.00603960806780177,0.00576024911916345,0.802567274083835,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",132,0.208661474430658,0.1625,0.130131228815151,0.18,-0.0235280717357169,0.0613976211781498,1.06666666666667,22,0.139641772713953,0.0684424405810488,0.210651895280741,0.177236842105263,0.113080835580538,0.0306799688863908,0.547870436382193,7,NA,NA,NA,NA,NA,NA,NA,NA,10,0.180351673215816,0.180458025823707,0.0744502106269111,0.16,-0.0160232771005623,-0.00673776494438385,1.03170106758227,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",93,0.238696148128683,0.25,0.0889875733022112,0.136111111111111,-0.064024585613576,-0.0779465470544251,0.97102993008035,2,0.211458333333333,0.211458333333333,0.0780763737560146,0.110416666666667,0.0394345238095238,0.0394345238095238,0.583333333333333,1,5,0.0464364381138575,0.0444444444444444,0.0107238383245115,0.00838709677419355,0.00319647139001978,0.00319647139001978,0.466666666666667,8,0.104732483666073,0.1,0.0354331816357224,0.0415929203539823,-0.0219440451394875,-0.0138577607869479,2.43173166340354,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",181,0.256946086798106,0.229959201211855,0.186480595841655,0.26,-0.0754473641384926,-0.0361819670521586,4,57,0.135771984215859,0.151973059293034,0.104647963482157,0.11375,0.0192904246740575,0.00879804466523089,0.163733322985006,1,20,0.271073159757063,0.15856625949819,0.244904521909672,0.465666666666667,-0.171623097999214,-0.0738939650915523,1.2,38,0.105960367329296,0.0854704943559873,0.107190460842376,0.0916666666666667,0.0762384329790784,0.0237006380232243,0.0527926549349656,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",140,0.27264087808833,0.240992996291295,0.175931933499695,0.252796677966102,0.0879357403909824,0.0871993914050294,0.492136327557431,2,0.143710271070705,0.143710271070705,0.0319851678794929,0.0452338582099592,-0.0184573412860504,-0.0224500144990388,159.544218764676,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.162173273229121,0.167397603258627,0.0870884375727697,0.160290716567198,0.0392641170940052,0.0311595638723109,0.597176265274815,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",210,0.123166374344935,0.0833333333333333,0.11872709378621,0.154442148760331,-0.0420404444405652,-0.0234553887300199,1.12481063980356,51,0.100146732812509,0.0662648052679269,0.0872342041565693,0.0936007982735572,-0.0478320197834529,-0.0470598756597632,1.81077384164103,4,11,0.102703799043419,0.114665820843242,0.0888442122606209,0.108333333333333,0.00492532737592029,0.0231716463035787,0.626481224286127,47,0.162460559850239,0.0833333333333333,0.168342645733119,0.221443736730361,-0.0700645424835299,-0.0245747752872381,3.29873990204523,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",51,0.322672330368136,0.200677792330939,0.309427677194023,0.389090909090909,-0.0875926009577842,-0.01347018348655,1.98887036341099,3,0.387422131467792,0.250244563768824,0.503900307712934,0.939695210449928,0.19544863772996,0.228826700884318,0.504382613263197,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",55,0.238943761592565,0.249027102633615,0.139325660595865,0.176569193518347,-0.0281662718085771,-0.0329511338302622,0.664467590949241,5,0.321825348014613,0.302191955097324,0.167171524633207,0.198328717948718,-0.0510902947306573,-0.065104273653972,6.10240854767897,0,NA,NA,NA,NA,NA,NA,NA,NA,8,0.212449045203594,0.187216200836212,0.118042764768911,0.206915549344508,0.0558414670024665,0.0665422229512433,1.28482910321211,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",52,0.3794556666974,0.352109520492712,0.263913699527563,0.355555555555555,-0.102061390542046,-0.078647546680718,1.56936132438524,31,0.360822305761346,0.162613220893591,0.402573204536385,0.497959183673469,-0.0461369177951928,-0.0680532305145773,1.75707468474213,5,NA,NA,NA,NA,NA,NA,NA,NA,4,0.255270846838701,0.279634570396111,0.23941985478011,0.388888888888889,-0.00157835315967409,-0.0719356289579735,0.588964689037119,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",22,0.179495097528733,0.1052612359521,0.146370369528926,0.187385714285714,0.0147670007030232,-0.0560846027437821,0.803484384322103,16,0.195167033067654,0.14374882956999,0.170665454474447,0.257595373291235,0.0572199624543471,0.0242161935229883,0.493495401706294,2,4,0.155500061490804,0.139649768509173,0.158077848013658,0.160535,-0.0465266855887745,-0.0478357738095238,2.11845293695557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",125,0.198791257271251,0.166666666666667,0.120689258727271,0.138888888888889,-0.0318323472821583,-0.0264510374574175,0.441503184272292,26,0.224002016789786,0.2,0.148296125775323,0.16493356225739,-0.0332174700526003,-0.0509116093997317,1.02610750637135,2,16,0.139668501534207,0.0945479829241303,0.125191420754188,0.271428571428571,0.0293055617443937,0.0173209881537793,NA,21,0.134980541171615,0.1,0.0941954247014039,0.134181818181818,0.0212610519362202,0.0170812450465912,0.598623812595823,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",40,0.277459645513404,0.224176379279896,0.193029361409101,0.287222222222222,-0.0295800926212309,-0.0336783500369749,0.842408228032791,15,0.273086122244162,0.249727750705746,0.199527711391232,0.455333333333333,0.0491605704030642,-0.0829241701467733,0.156178712221652,1,3,0.138377815840985,0.134234657307357,0.0256321116849157,0.0188073843893489,0.0234415516023337,0.0179102906234057,0.179639348565621,8,0.12536818294908,0.179382600662049,0.114273182544706,0.202530208333333,-0.0440519696506208,-0.0163223833033075,1.10651984414347,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",152,0.323578382446727,0.25,0.276881057015872,0.297474096004584,-0.157031741668356,-0.112902213820726,1.00467763032226,38,0.296207037404062,0.25,0.244264732887705,0.32875,0.0590837801505853,0.0573436394375751,0.0991079410431892,7,7,0.307232353016379,0.262791624962112,0.276162458474986,0.582463414011279,0.212575227318068,0.185557019994483,0.0710377860448713,4,0.345169169566394,0.364780025980734,0.216235320913483,0.330555555555556,-0.0160052060145006,-0.0524490250713253,0.922094290309409,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",109,0.16822519996239,0.101964450327759,0.167811072814163,0.225,-0.0852490449541244,-0.0873530648783171,1.22988678156818,2,0.256556869843419,0.256556869843419,0.212132034355964,0.3,0.042804278649167,0.0428571428571429,0.713417584953213,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",56,0.122950552582871,0.0701672477362634,0.146697531477853,0.182115384615385,-0.00870952308661667,-0.00548269001551323,0.83559102342061,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0.207035761119352,0.207035761119352,0.133564614224126,0.188888888888889,-0.103197453386571,-0.0935826535785059,98.307438511915,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",13,0.144396445402165,0.0900790160195388,0.16429619641882,0.186133196583973,-0.00797200065984533,-0.00876586450886004,2.0498394950689,19,0.0528315359499174,0.0491015541923521,0.024200825432319,0.0493162974121922,0.000463088295412855,-0.00155108946881859,1.25980921323034,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",163,0.247933692966704,0.187620834920389,0.229795162697228,0.317037037037037,-0.0511707015948833,-0.0883347261715468,2.53447900158635,32,0.261883835297012,0.182538241996206,0.194370071464724,0.267857142857143,-0.0286153164492043,0.0273571190557589,1.52200664161616,1,7,0.233404517141914,0.204608857396825,0.107878458456121,0.172941176470588,-0.0322006185963464,-0.0502926891377394,0.820283100442319,7,0.154809358480204,0.111558309744528,0.126594748772171,0.109166666666667,0.0388389621624409,0.0275558076496554,0.423626621463409,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",957,0.246952406206135,0.24,0.147022148778956,0.226666666666667,-0.0443116374622547,-0.0586710529902764,0.845837621410727,41,0.187628113180671,0.134408508790135,0.149002842459335,0.258472222222223,-0.0957930526938804,-0.0392256558969753,1.90127835413254,9,29,0.160797116032179,0.0713389366991683,0.149830816081732,0.275193798449612,-0.0487288597209643,-0.0404539760167849,1,60,0.169571580254271,0.2,0.0758006893321052,0.089117192982456,0.0015918970006741,-0.00127692007393177,0.337386052035737,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",67,0.261989167982155,0.19499977344291,0.20853674861566,0.2142575928009,-0.0305118395187989,-0.0588173893517467,0.302066488541728,8,0.425283735263281,0.502559490170498,0.290922993714956,0.484444444444444,-0.0447802540805169,-0.0450956405167988,0.72181586997495,0,4,0.285440173074051,0.247128872611315,0.345058763893842,0.399,0.182924103407523,0.148297348484848,0.201875152230647,7,0.230165725879521,0.0403721337548045,0.321156947114483,0.566652909911117,0.0752216703801657,0.108795021712958,1.23917793485971,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",90,0.231788293904738,0.205337810066253,0.153632573682573,0.172402973283669,-0.0191035440014822,-0.052797803456474,1.01600908672917,4,0.238897641002184,0.221064302568162,0.0473633682561438,0.0375680618215906,0.0421233988267525,0.0601836853927024,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",20,0.344642292832148,0.373381692613571,0.192700406959674,0.333333333333333,-0.0449212170202278,-0.0620021888941134,1.04681588548368,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0.433601575486016,0.433601575486016,0.442584562588125,0.625909090909091,-0.122475108238761,-0.118706896551724,1.44209165442092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",109,0.195441975701663,0.116386832082183,0.183263747430818,0.210141414141414,-0.067249993568345,-0.0505529089097533,1.24927617318779,44,0.297225012842951,0.313889516782618,0.210074313535083,0.27872,0.116330314653883,0.0247362344837155,0.258628107241098,3,NA,NA,NA,NA,NA,NA,NA,NA,6,0.121353062725495,0.116612836582179,0.0575146729623793,0.0461734693877551,-0.020979060862457,-0.0190051743714727,1.29468170668024,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",243,0.221291954242659,0.2,0.166137682810075,0.21969696969697,0.00481765821202391,0.0116326241827495,0.911604444258074,52,0.286292844863217,0.20031153025847,0.265830285471138,0.465714285714286,0.130616247475531,0.0547477290323058,0.460181890160592,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",59,0.254589329177543,0.166135485517654,0.223179626438545,0.237142857142857,-0.077451793459139,-0.125591394675115,1.29108840026676,5,0.0759299614336267,0.0732067792496308,0.0726909474950346,0.123734367245658,0.00648218842655101,0.00852482861060546,0.172989112126629,1,2,0.0542060938389923,0.0542060938389924,0.0684560092212763,0.0968114166666667,-0.0391836648932071,-0.0376488842592593,4.31115228104523,2,0.0881841101427309,0.0881841101427309,0.141404385674561,0.199976,0.0342119603150095,0.0333293333333333,0.720426726564015,4,0.196386794163905,0.225715554403701,0.178185421387287,0.280034982508746,-0.0411877454418834,-0.0357519296111523,1,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",209,0.202686436297641,0.2,0.127199899773824,0.166666666666667,-0.0422799515783193,-0.0798625283946785,1.27536473325892,3,0.22658636997862,0.225069258337645,0.0343827682647141,0.0367647058823529,0.0385463249013076,0.0554084967320261,0.30728298721428,9,4,0.233651901233885,0.27633790286874,0.160890751248392,0.233333333333333,-0.13160070989516,-0.126576156489735,1.50416595493538,15,0.352595027196818,0.395920504791136,0.178240409462673,0.353846153846154,-0.0702389553444413,-0.0396439942227484,1.08841763721217,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",104,0.315615911541355,0.253734073822153,0.240768147400556,0.286666666666667,-0.103470257156324,-0.0643990616541583,0.744008910016306,9,0.122988167976129,0.123936266516937,0.0698205132676755,0.126846625766871,0.0295763268509981,0.0148366789644037,0.313541770398723,1,NA,NA,NA,NA,NA,NA,NA,NA,8,0.260268774102954,0.186184955820571,0.280101218390692,0.233333334526279,-0.0220881975215054,-0.0686638277573976,0.421685021423804,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",642,0.246152717968769,0.25,0.218702719494087,0.296666666666667,-0.0663853825685158,-0.0852431298130801,1.125,75,0.177603244625188,0.2,0.186251767434609,0.24990625,0.038954019229754,0.0252739978469387,0.881476176011079,42,37,0.199395782179705,0.159914869164897,0.213880536510358,0.275,0.146488247582007,0.0575839313135971,0.769772977520443,78,0.275552461897332,0.205185762656743,0.257342104123882,0.341666666666667,0.158250282428376,0.111995962437775,0.723722000333378,6,0.141025459749841,0.176399251249349,0.0774252554493332,0.1,0.0246009417499433,0.0574610944501092,4.30014558612354,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",379,0.225926241352799,0.1,0.284759454989299,0.315487153129744,-0.0519038801840445,-0.0489938133400104,0.359917342210398,34,0.110475318317525,0.1,0.0990876356645502,0.127058823529412,-0.0234344637249447,0.0241862090247365,1.1933455665087,17,8,0.045526814620305,0.00313998872737731,0.0834055005391049,0.0706877336573482,-0.042501613188969,-0.0698733654881377,3.15425122957212,14,0.373164540910796,0.0860725531307379,0.683145993214853,0.233333333333333,0.278258150654586,0.262635598558672,0.172760704094038,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",37,0.225663662500221,0.204548018192736,0.18228268742367,0.297142857142857,-0.070828678673104,-0.0655364581497043,0.955973814947775,3,0.0815068220890121,0.0663269833452512,0.0826032345580993,0.159666666666667,0.00599109048013443,0.00976495726495727,1.06738120110739,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.122241025314209,0.114356730079725,0.11534867228137,0.158616491533478,-0.0540854871558665,-0.0488212862210068,2.10481320559529,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",122,0.205861997096447,0.182773307646953,0.138887028717475,0.170694444444445,-0.0247265330221363,-0.0308853761478262,2.75249793029749,9,0.187167395656949,0.185662613266369,0.127791307295785,0.161947720806318,-0.0246702475620419,-0.0305164797760887,2.0133496409149,1,4,0.245385030662262,0.193778635808848,0.226358189915182,0.38,0.0842258148009647,0.0843448478692172,0.69914333806476,5,0.125501049777393,0.136539408530453,0.116821664852668,0.219625,0.092756637041393,0.0703991498284382,0.111741203169004,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",479,0.206000027194078,0.184615384615385,0.148298086845412,0.175,-0.0499347662601184,-0.0418720774861305,1.5,75,0.184657963016267,0.142302115898097,0.122899663459582,0.129972014925373,0.0352646305899356,0.0215953468657643,0.350084062697978,3,18,0.179146852748263,0.137207428604745,0.122673154174083,0.148506732124246,-0.00968071243007566,0.00269734611431954,3.60480661161032,45,0.169730867187501,0.174811795843853,0.084441001797977,0.123760683760683,-0.0363158804168265,-0.01622403562836,0.59742609310871,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",566,0.173102453165592,0.13086908228491,0.151611774984472,0.192798501876445,-0.0469653311043113,-0.0309701195825121,1.20041372114915,192,0.19306289098956,0.148796425007111,0.181517621105876,0.237272909898383,-0.00425528813005259,0.00707583077375001,1.02288081489359,8,20,0.117769522582344,0.1234702687133,0.102344310769913,0.104228571428571,0.00493462055212179,0.0160373654488154,1.10316735886052,29,0.151102226090177,0.0928740541407353,0.149219916045551,0.237300871267454,0.0152372002353897,-0.0394571615122868,2.62399277166301,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",41,0.232227389632845,0.199337207344793,0.205463606923527,0.244649216948883,0.0779055525226462,0.0647704483483893,0.24763062531293,2,0.0425769230769231,0.0425769230769231,0.052924222930347,0.0748461538461539,-0.0342000368053,-0.0342000368053,11.6111111111111,3,2,0.0697909819245567,0.0697909819245567,0.0868731188314901,0.122857142857143,-0.0358570809328243,-0.0400131061598952,3.13548849348197,7,0.535592081819397,0.314190431749923,0.597171855238408,0.6975,0.107358089377326,0.107366158792284,0.847272658501482,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",82,0.18191013446175,0.133966407854129,0.154679012674827,0.17776749948767,0.014845240367362,0.0117878437986545,1.14285714285714,42,0.315108481747205,0.247282696462431,0.252757850514511,0.372438282146409,0.0070716217494537,-0.0193669364594696,0.946518420960881,6,2,0.713742762794918,0.713742762794918,0.0839412537150709,0.118710859446454,0.0110152067738739,0.0124696280931149,0.871720918791064,8,0.192989895306856,0.233400148177734,0.141207835581069,0.251554285714286,0.100725686041254,0.0759951542981181,0.0695207423705789,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",838,0.247687796224725,0.238095238095238,0.178229787058014,0.247259389413573,-0.0379906736407378,-0.0338161587918793,0.944598332685565,5,0.308879589319849,0.250923835095251,0.239401459233024,0.368957871396896,-0.0610335212223439,-0.0792291780748135,1.96612016330164,3,5,0.201132188701206,0.256998601471846,0.124276361018506,0.221886708895855,-0.04547384938928,-0.0014926721266616,1.55106579172912,22,0.205047180426141,0.172069031830598,0.15549723838533,0.204,-0.00342873373405948,0.0106640923412348,0.524425898903401,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",154,0.202090923483344,0.151220240640683,0.188680826429475,0.238631790744467,-0.0947413497612087,-0.0445397280761003,2.84559666624605,3,0.0821604960390891,0.0488062596937544,0.0869268069637695,0.145007112375533,0.0635416581140314,0.0687719790694959,0.285865339000384,2,4,0.0962556765258194,0.0875824957627219,0.085542112717336,0.0997162197344441,0.0087172345179693,0.00283969206459159,3.49270498061483,6,0.0473954168587368,0.0528929728350484,0.0351020705664206,0.0453333333333333,-0.0166135009259373,-0.0118046963642928,0.784738799120835,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",67,0.232320645002945,0.144455192635172,0.201520866270732,0.2,-0.00778078710101946,0.015874360867226,0.981861043360702,6,0.315085501484847,0.24724667244659,0.266653170099244,0.245509184796411,0.0044206619101981,0.0225767739229187,0.948003406079572,6,NA,NA,NA,NA,NA,NA,NA,NA,13,0.253080249420928,0.135192661445857,0.254992578618917,0.477597043769942,-0.144169529074901,-0.0729758605536296,1.82743063140072,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",25,0.289232915827137,0.223622655139306,0.236084023426487,0.273067546391753,0.00623949052216287,-0.0514776178035435,0.813945498801507,4,0.261433992136179,0.169553941485767,0.298877445098753,0.134858519456127,-0.0751469661738697,-0.0945006180464219,0.594302554300011,4,4,0.201348485500204,0.201745147397758,0.159411869002957,0.309701068718596,0.0480813672281426,0.0434966216519859,1.63449460093497,10,0.127238694387383,0.104378503289061,0.112662528770721,0.0913836477987422,0.00578763375839717,0.00318024248090932,1.1940020721349,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",32,0.24450866037492,0.23023256540075,0.155538021719828,0.226666666666667,0.0310938149182651,0.0718778969741919,0.8,22,0.288554510615429,0.257501641054068,0.172098551413154,0.334444444444444,-0.0287591988544256,-0.0409725330014265,1.27164790325086,4,3,0.205194337283432,0.201668984700974,0.00896356822867628,0.0168552036199095,-0.0010849878751414,-0.0010849878751414,1,9,0.228791633377708,0.22922507501148,0.129842874800045,0.136231010809232,-0.0503017942269686,-0.0430776967855131,1.8742060884641,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",76,0.226063827291849,0.203308189651195,0.180797222576099,0.3,0.0286031040754191,0.0301129543240541,1.25,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",259,0.273907137277986,0.25,0.193475111939893,0.258039215686274,-0.0802034128651838,-0.0735657530089823,0.716831458374217,60,0.198318135834492,0.117400701563963,0.227303265344803,0.243412429378531,0.09765533978225,0.0825705941586696,0.184552813449619,6,3,0.269285924550898,0.292058181448761,0.163218744652887,0.132432432432432,-0.0560391154156456,-0.0174117542819493,3.009374610559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stkittsandnevis","Stkittsandnevis2010",14,0.244825875920751,0.244454858082624,0.144271447111777,0.208074074074074,0.0215501096233867,0.0162254499105489,0.382543386725466,6,0.257735892212485,0.277934594313274,0.105067243047238,0.152894736842105,-0.0481713174485919,-0.0419663709625257,3.93246193586178,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0.249364661887268,0.247938329099555,0.0612123929044467,0.0744994600899767,-0.00547635412360658,-0.00851017215880782,0.933333330624031,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Kitts and Nevis","High income"
"Stlucia","Stlucia2010",47,0.219166988409708,0.2,0.108146064714243,0.144037267080745,-0.0341707556713342,-0.032707497179227,1.40350874753026,3,0.347384613052158,0.366666663723227,0.175737628734306,0.346,0.123073401184501,0.1295,0.193236697165905,0,NA,NA,NA,NA,NA,NA,NA,NA,9,0.177187421375502,0.176666666666667,0.0711495674619082,0.0964912280701754,-0.000566196157533056,-0.00224456589744427,0.960043670902031,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",35,0.230483898239056,0.20083520331968,0.0864046508049256,0.118181818181818,-0.0207001112078505,-0.0174955350450801,1.26369183660917,4,0.205946249652317,0.150460581319373,0.156575959199717,0.306559246954596,-0.0908205908366836,-0.0770118817954732,7.78078458446576,0,5,0.225500560323107,0.202702702702703,0.0774624355402944,0.1,0.00851910322337502,0.0129429184097755,1.21451612611612,3,0.207526344150171,0.215909090909091,0.0329993004814877,0.0619607843137255,0.0058612177933151,0.0054486036838978,0.953296705834813,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Sudan","Sudan2014",17,0.114420173892986,0.0391559669190468,0.171112100772712,0.166844444444444,-0.0495983926335371,-0.0513326751600357,1.45132464179179,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0692859475775347,0.0317497542691712,0.103866163901814,0.179,0.0214657583813593,0.0265714285714286,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Suriname","Suriname2010",60,0.268510793650912,0.266666666666667,0.027557859502775,0.03,-0.00610983361430834,-0.00650882256272932,0.407264402705984,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,3,0.281218998195338,0.283761866292985,0.00653052272438297,0.010714285714286,0.00350004643525658,0.0028627015008338,0.298406719241182,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
